,NumRef,Ocean,Longitude,Latitude,Date,Depth,GPP,Chl_a,set,year,month,day,Longitude_pos,depth_bin,geometry
4813,4814,Southern,-64.92,-64.27,02 Jul 2005,5.0,2.05,0.86,PP,,,,295.08,5.0,POINT (-64.92 -64.27)
4814,4815,Southern,-64.92,-64.27,02 Jul 2005,40.0,2.07,0.8,PP,,,,295.08,45.0,POINT (-64.92 -64.27)
4815,4816,Southern,-64.92,-64.27,02 Jul 2005,60.0,0.19,0.37,PP,,,,295.08,65.0,POINT (-64.92 -64.27)
4816,4817,Southern,-64.92,-64.27,02 Jul 2005,100.0,0.62,0.11,PP,,,,295.08,117.5,POINT (-64.92 -64.27)
4817,4818,Southern,-55.72,-64.25,02 Oct 2005,1.0,10.75,2.21,PP,,,,304.28,5.0,POINT (-55.72 -64.25)
4818,4819,Southern,-55.72,-64.25,02 Oct 2005,5.0,16.05,4.13,PP,,,,304.28,5.0,POINT (-55.72 -64.25)
4819,4820,Southern,-55.72,-64.25,02 Oct 2005,26.0,16.75,4.71,PP,,,,304.28,27.5,POINT (-55.72 -64.25)
4820,4821,Southern,-55.72,-64.25,02 Oct 2005,50.0,3.08,3.16,PP,,,,304.28,65.0,POINT (-55.72 -64.25)
4821,4822,Southern,-56.82,-63.43,02 Dec 2005,5.0,5.43,2.01,PP,,,,303.18,5.0,POINT (-56.82 -63.43)
4822,4823,Southern,-56.82,-63.43,02 Dec 2005,20.0,4.89,2.3,PP,,,,303.18,27.5,POINT (-56.82 -63.43)
4823,4824,Southern,-56.82,-63.43,02 Dec 2005,60.0,2.8,2.0,PP,,,,303.18,65.0,POINT (-56.82 -63.43)
4832,4833,Southern,-55.52,-64.16,09 Jan 2009,1.0,45.1,31.66,PP,,,,304.48,5.0,POINT (-55.52 -64.16)
4838,4839,Southern,-52.3,-61.41,29 Jan 2009,1.0,2.31,1.57,PP,,,,307.7,5.0,POINT (-52.3 -61.41)
4839,4840,Southern,-52.3,-61.41,29 Jan 2009,15.0,3.34,1.13,PP,,,,307.7,15.0,POINT (-52.3 -61.41)
4841,4842,Southern,-51.29,-62.39,30 Jan 2009,1.0,1.05,2.24,PP,,,,308.71,5.0,POINT (-51.29 -62.39)
4842,4843,Southern,-51.29,-62.39,30 Jan 2009,33.0,1.28,2.08,PP,,,,308.71,45.0,POINT (-51.29 -62.39)
4843,4844,Southern,-51.52,-63.52,31 Jan 2009,1.0,2.01,0.34,PP,,,,308.48,5.0,POINT (-51.52 -63.52)
4844,4845,Southern,-51.52,-63.52,31 Jan 2009,20.0,1.42,0.49,PP,,,,308.48,27.5,POINT (-51.52 -63.52)
4846,4847,Southern,-53.52,-63.55,01 Feb 2009,1.0,2.46,0.44,PP,,,,306.48,5.0,POINT (-53.52 -63.55)
4847,4848,Southern,-53.52,-63.55,01 Feb 2009,20.0,1.54,0.44,PP,,,,306.48,27.5,POINT (-53.52 -63.55)
4848,4849,Southern,-53.52,-63.55,01 Feb 2009,30.0,0.94,0.41,PP,,,,306.48,45.0,POINT (-53.52 -63.55)
4849,4850,Southern,-55.46,-65.01,02 Feb 2009,1.0,28.25,0.49,PP,,,,304.54,5.0,POINT (-55.46 -65.01)
4850,4851,Southern,-55.46,-65.01,02 Feb 2009,10.0,13.22,18.17,PP,,,,304.54,15.0,POINT (-55.46 -65.01)
4851,4852,Southern,-55.46,-65.01,02 Feb 2009,20.0,1.58,17.62,PP,,,,304.54,27.5,POINT (-55.46 -65.01)
4852,4853,Southern,-55.52,-64.16,03 Feb 2009,15.0,6.26,27.46,PP,,,,304.48,15.0,POINT (-55.52 -64.16)
4853,4854,Southern,-55.52,-64.16,03 Feb 2009,25.0,7.36,1.95,PP,,,,304.48,27.5,POINT (-55.52 -64.16)
4854,4855,Southern,-56.39,-63.26,04 Feb 2009,1.0,2.7,18.17,PP,,,,303.61,5.0,POINT (-56.39 -63.26)
4855,4856,Southern,-56.39,-63.26,04 Feb 2009,30.0,3.4,17.62,PP,,,,303.61,45.0,POINT (-56.39 -63.26)
4856,4857,Southern,-56.39,-63.26,04 Feb 2009,50.0,2.25,10.91,PP,,,,303.61,65.0,POINT (-56.39 -63.26)
4857,4858,Southern,-57.14,-62.11,05 Feb 2009,1.0,10.29,1.68,PP,,,,302.86,5.0,POINT (-57.14 -62.11)
4858,4859,Southern,-57.14,-62.11,05 Feb 2009,15.0,5.06,1.95,PP,,,,302.86,15.0,POINT (-57.14 -62.11)
4859,4860,Southern,-57.14,-62.11,05 Feb 2009,30.0,5.36,1.61,PP,,,,302.86,45.0,POINT (-57.14 -62.11)
4860,4861,Southern,-60.24,-62.39,07 Feb 2009,1.0,13.62,3.57,PP,,,,299.76,5.0,POINT (-60.24 -62.39)
4861,4862,Southern,-60.24,-62.39,07 Feb 2009,5.0,9.28,3.55,PP,,,,299.76,5.0,POINT (-60.24 -62.39)
4862,4863,Southern,-60.24,-62.39,07 Feb 2009,8.0,6.27,4.08,PP,,,,299.76,15.0,POINT (-60.24 -62.39)
4863,4864,Southern,-61.16,-63.34,08 Feb 2009,1.0,16.75,3.57,PP,,,,298.84000000000003,5.0,POINT (-61.16 -63.34)
4864,4865,Southern,-61.16,-63.34,08 Feb 2009,5.0,14.98,3.35,PP,,,,298.84000000000003,5.0,POINT (-61.16 -63.34)
4865,4866,Southern,-61.16,-63.34,08 Feb 2009,15.0,8.59,3.11,PP,,,,298.84000000000003,15.0,POINT (-61.16 -63.34)
4866,4867,Southern,-62.4,-64.35,09 Feb 2009,1.0,3.56,4.44,PP,,,,297.6,5.0,POINT (-62.4 -64.35)
4867,4868,Southern,-62.4,-64.35,09 Feb 2009,15.0,2.8,4.08,PP,,,,297.6,15.0,POINT (-62.4 -64.35)
4868,4869,Southern,-62.4,-64.35,09 Feb 2009,30.0,1.37,1.99,PP,,,,297.6,45.0,POINT (-62.4 -64.35)
4869,4870,Southern,-62.55,-63.4,10 Feb 2009,1.0,1.75,0.82,PP,,,,297.45,5.0,POINT (-62.55 -63.4)
4870,4871,Southern,-62.55,-63.4,10 Feb 2009,25.0,0.46,0.12,PP,,,,297.45,27.5,POINT (-62.55 -63.4)
4871,4872,Southern,-62.55,-63.4,10 Feb 2009,55.0,1.15,0.54,PP,,,,297.45,65.0,POINT (-62.55 -63.4)
4872,4873,Southern,-66.56,-65.03,11 Feb 2009,1.0,0.78,0.33,PP,,,,293.44,5.0,POINT (-66.56 -65.03)
4873,4874,Southern,-66.56,-65.03,11 Feb 2009,25.0,0.7,0.45,PP,,,,293.44,27.5,POINT (-66.56 -65.03)
4874,4875,Southern,-66.56,-65.03,11 Feb 2009,55.0,1.45,0.26,PP,,,,293.44,65.0,POINT (-66.56 -65.03)
4875,4876,Southern,-70.5,-67.25,12 Feb 2009,1.0,1.66,0.12,PP,,,,289.5,5.0,POINT (-70.5 -67.25)
4876,4877,Southern,-70.5,-67.25,12 Feb 2009,15.0,3.04,0.1,PP,,,,289.5,15.0,POINT (-70.5 -67.25)
4877,4878,Southern,-70.5,-67.25,12 Feb 2009,25.0,3.34,4.73,PP,,,,289.5,27.5,POINT (-70.5 -67.25)
4878,4879,Southern,-75.06,-69.03,13 Feb 2009,1.0,3.27,0.45,PP,,,,284.94,5.0,POINT (-75.06 -69.03)
4879,4880,Southern,-75.06,-69.03,13 Feb 2009,5.0,1.68,0.55,PP,,,,284.94,5.0,POINT (-75.06 -69.03)
4880,4881,Southern,-75.06,-69.03,13 Feb 2009,12.0,1.21,1.13,PP,,,,284.94,15.0,POINT (-75.06 -69.03)
4881,4882,Southern,-74.31,-69.33,14 Feb 2009,1.0,6.87,4.55,PP,,,,285.69,5.0,POINT (-74.31 -69.33)
4882,4883,Southern,-74.31,-69.33,14 Feb 2009,5.0,4.41,4.73,PP,,,,285.69,5.0,POINT (-74.31 -69.33)
4883,4884,Southern,-74.31,-69.33,14 Feb 2009,12.0,1.83,4.02,PP,,,,285.69,15.0,POINT (-74.31 -69.33)
4884,4885,Southern,-69.48,-67.22,18 Feb 2009,1.0,3.46,0.79,PP,,,,290.52,5.0,POINT (-69.48 -67.22)
4885,4886,Southern,-69.48,-67.22,18 Feb 2009,20.0,2.61,0.43,PP,,,,290.52,27.5,POINT (-69.48 -67.22)
4886,4887,Southern,-67.17,-66.02,19 Feb 2009,1.0,3.96,1.16,PP,,,,292.83,5.0,POINT (-67.17 -66.02)
4887,4888,Southern,-67.17,-66.02,19 Feb 2009,10.0,3.32,4.28,PP,,,,292.83,15.0,POINT (-67.17 -66.02)
4888,4889,Southern,-67.17,-66.02,19 Feb 2009,25.0,0.52,1.17,PP,,,,292.83,27.5,POINT (-67.17 -66.02)
4889,4890,Southern,-64.32,-64.56,20 Feb 2009,1.0,12.57,0.64,PP,,,,295.68,5.0,POINT (-64.32 -64.56)
4890,4891,Southern,-64.32,-64.56,20 Feb 2009,5.0,10.64,0.69,PP,,,,295.68,5.0,POINT (-64.32 -64.56)
4891,4892,Southern,-64.32,-64.56,20 Feb 2009,15.0,5.44,0.71,PP,,,,295.68,15.0,POINT (-64.32 -64.56)
4892,4893,Southern,-60.39,-62.58,21 Feb 2009,1.0,14.62,4.28,PP,,,,299.61,5.0,POINT (-60.39 -62.58)
4893,4894,Southern,-60.39,-62.58,21 Feb 2009,15.0,8.07,4.12,PP,,,,299.61,15.0,POINT (-60.39 -62.58)
4894,4895,Southern,-60.39,-62.58,21 Feb 2009,30.0,6.51,4.95,PP,,,,299.61,45.0,POINT (-60.39 -62.58)
4898,4899,Southern,-54.46,-63.05,23 Feb 2009,1.0,9.98,0.55,PP,,,,305.54,5.0,POINT (-54.46 -63.05)
4899,4900,Southern,-54.46,-63.05,23 Feb 2009,15.0,5.43,0.65,PP,,,,305.54,15.0,POINT (-54.46 -63.05)
4900,4901,Southern,-54.46,-63.05,23 Feb 2009,30.0,3.72,0.67,PP,,,,305.54,45.0,POINT (-54.46 -63.05)
4901,4902,Southern,-55.5,-64.57,24 Feb 2009,1.0,0.84,2.55,PP,,,,304.5,5.0,POINT (-55.5 -64.57)
4902,4903,Southern,-55.5,-64.57,24 Feb 2009,18.0,1.16,5.05,PP,,,,304.5,27.5,POINT (-55.5 -64.57)
4904,4905,Southern,-54.34,-63.33,25 Feb 2009,15.0,1.44,0.69,PP,,,,305.65999999999997,15.0,POINT (-54.34 -63.33)
