,NumRef,Ocean,Longitude,Latitude,Date,Depth,GPP,Chl_a,set,year,month,day,Longitude_pos,depth_bin,geometry
1674,1675,Atlantic,-26.0,26.0,30 May 2003,80.0,0.26,0.07,PP,2003.0,5.0,30.0,334.0,87.5,POINT (-26 26)
1676,1677,Atlantic,-26.0,21.0,30 May 2003,0.0,4.35,0.18,PP,2003.0,5.0,30.0,334.0,5.0,POINT (-26 21)
1677,1678,Atlantic,-26.0,21.0,30 May 2003,5.0,0.71,0.15,PP,2003.0,5.0,30.0,334.0,5.0,POINT (-26 21)
1678,1679,Atlantic,-26.0,21.0,30 May 2003,60.0,0.41,0.35,PP,2003.0,5.0,30.0,334.0,65.0,POINT (-26 21)
1679,1680,Atlantic,-26.0,21.0,30 May 2003,100.0,0.05,0.59,PP,2003.0,5.0,30.0,334.0,117.5,POINT (-26 21)
1680,1681,Atlantic,-23.03,21.0,30 May 2003,0.0,7.17,0.18,PP,2003.0,5.0,30.0,336.97,5.0,POINT (-23.03 21)
1681,1682,Atlantic,-23.03,21.0,30 May 2003,5.0,1.9,0.15,PP,2003.0,5.0,30.0,336.97,5.0,POINT (-23.03 21)
1682,1683,Atlantic,-23.03,21.0,30 May 2003,30.0,0.88,0.17,PP,2003.0,5.0,30.0,336.97,45.0,POINT (-23.03 21)
1683,1684,Atlantic,-23.03,21.0,30 May 2003,50.0,0.94,0.24,PP,2003.0,5.0,30.0,336.97,65.0,POINT (-23.03 21)
1684,1685,Atlantic,-23.03,21.0,30 May 2003,90.0,0.22,0.86,PP,2003.0,5.0,30.0,336.97,117.5,POINT (-23.03 21)
1685,1686,Atlantic,-21.0,21.0,30 May 2003,0.0,5.57,0.33,PP,2003.0,5.0,30.0,339.0,5.0,POINT (-21 21)
1686,1687,Atlantic,-21.0,21.0,30 May 2003,5.0,2.63,0.27,PP,2003.0,5.0,30.0,339.0,5.0,POINT (-21 21)
1687,1688,Atlantic,-21.0,21.0,30 May 2003,25.0,2.29,0.83,PP,2003.0,5.0,30.0,339.0,27.5,POINT (-21 21)
1688,1689,Atlantic,-21.0,21.0,30 May 2003,30.0,10.58,0.76,PP,2003.0,5.0,30.0,339.0,45.0,POINT (-21 21)
1689,1690,Atlantic,-21.0,21.0,30 May 2003,70.0,1.34,0.03,PP,2003.0,5.0,30.0,339.0,87.5,POINT (-21 21)
1690,1691,Atlantic,-19.01,21.0,30 May 2003,0.0,23.99,3.42,PP,2003.0,5.0,30.0,340.99,5.0,POINT (-19.01 21)
1691,1692,Atlantic,-19.01,21.0,30 May 2003,5.0,24.91,2.86,PP,2003.0,5.0,30.0,340.99,5.0,POINT (-19.01 21)
1692,1693,Atlantic,-19.01,21.0,30 May 2003,12.0,8.33,2.17,PP,2003.0,5.0,30.0,340.99,15.0,POINT (-19.01 21)
1693,1694,Atlantic,-19.01,21.0,30 May 2003,40.0,0.97,0.67,PP,2003.0,5.0,30.0,340.99,45.0,POINT (-19.01 21)
1694,1695,Atlantic,-19.01,21.0,30 May 2003,60.0,0.9,0.31,PP,2003.0,5.0,30.0,340.99,65.0,POINT (-19.01 21)
1735,1736,Atlantic,-26.66,40.34,02 Oct 2003,0.0,0.29,0.26,PP,2003.0,10.0,2.0,333.34,5.0,POINT (-26.66 40.34)
1736,1737,Atlantic,-26.66,40.34,02 Oct 2003,25.0,0.06,0.29,PP,2003.0,10.0,2.0,333.34,27.5,POINT (-26.66 40.34)
1737,1738,Atlantic,-26.66,40.34,02 Oct 2003,75.0,0.57,0.29,PP,2003.0,10.0,2.0,333.34,87.5,POINT (-26.66 40.34)
1738,1739,Atlantic,-26.66,40.34,02 Oct 2003,100.0,0.67,0.16,PP,2003.0,10.0,2.0,333.34,117.5,POINT (-26.66 40.34)
1739,1740,Atlantic,-26.66,40.34,02 Oct 2003,150.0,0.06,0.28,PP,2003.0,10.0,2.0,333.34,160.0,POINT (-26.66 40.34)
1740,1741,Atlantic,-26.57,40.39,02 Oct 2003,0.0,0.48,0.24,PP,2003.0,10.0,2.0,333.43,5.0,POINT (-26.57 40.39)
1741,1742,Atlantic,-26.57,40.39,02 Oct 2003,25.0,0.71,0.29,PP,2003.0,10.0,2.0,333.43,27.5,POINT (-26.57 40.39)
1742,1743,Atlantic,-26.57,40.39,02 Oct 2003,75.0,0.21,0.24,PP,2003.0,10.0,2.0,333.43,87.5,POINT (-26.57 40.39)
1743,1744,Atlantic,-26.61,40.28,02 Oct 2003,0.0,2.24,0.11,PP,2003.0,10.0,2.0,333.39,5.0,POINT (-26.61 40.28)
1744,1745,Atlantic,-26.61,40.28,02 Oct 2003,25.0,1.86,0.24,PP,2003.0,10.0,2.0,333.39,27.5,POINT (-26.61 40.28)
1745,1746,Atlantic,-26.61,40.28,02 Oct 2003,50.0,1.81,0.29,PP,2003.0,10.0,2.0,333.39,65.0,POINT (-26.61 40.28)
1746,1747,Atlantic,-26.61,40.28,02 Oct 2003,75.0,1.3,0.33,PP,2003.0,10.0,2.0,333.39,87.5,POINT (-26.61 40.28)
1747,1748,Atlantic,-26.61,40.28,02 Oct 2003,100.0,1.84,0.09,PP,2003.0,10.0,2.0,333.39,117.5,POINT (-26.61 40.28)
1748,1749,Atlantic,-26.84,40.36,02 Oct 2003,0.0,0.87,0.35,PP,2003.0,10.0,2.0,333.16,5.0,POINT (-26.84 40.36)
1749,1750,Atlantic,-26.84,40.36,02 Oct 2003,100.0,0.23,0.05,PP,2003.0,10.0,2.0,333.16,117.5,POINT (-26.84 40.36)
1750,1751,Atlantic,-26.84,40.36,02 Oct 2003,150.0,2.99,0.01,PP,2003.0,10.0,2.0,333.16,160.0,POINT (-26.84 40.36)
1761,1762,Atlantic,-14.38,33.77,02 Mar 2004,25.0,2.79,0.2,PP,2004.0,3.0,2.0,345.62,27.5,POINT (-14.38 33.77)
1762,1763,Atlantic,-14.38,33.77,02 Mar 2004,75.0,0.12,0.51,PP,2004.0,3.0,2.0,345.62,87.5,POINT (-14.38 33.77)
1763,1764,Atlantic,-14.38,33.77,02 Mar 2004,100.0,0.09,0.48,PP,2004.0,3.0,2.0,345.62,117.5,POINT (-14.38 33.77)
1764,1765,Atlantic,-14.38,33.77,02 Mar 2004,150.0,0.01,0.39,PP,2004.0,3.0,2.0,345.62,160.0,POINT (-14.38 33.77)
1765,1766,Atlantic,-14.05,33.75,02 Mar 2004,0.0,2.81,0.02,PP,2004.0,3.0,2.0,345.95,5.0,POINT (-14.05 33.75)
1766,1767,Atlantic,-14.05,33.75,02 Mar 2004,25.0,1.77,0.21,PP,2004.0,3.0,2.0,345.95,27.5,POINT (-14.05 33.75)
1767,1768,Atlantic,-14.05,33.75,02 Mar 2004,50.0,0.19,0.39,PP,2004.0,3.0,2.0,345.95,65.0,POINT (-14.05 33.75)
1768,1769,Atlantic,-14.05,33.75,02 Mar 2004,100.0,0.42,0.18,PP,2004.0,3.0,2.0,345.95,117.5,POINT (-14.05 33.75)
1769,1770,Atlantic,-14.67,33.81,02 Mar 2004,0.0,4.32,0.13,PP,2004.0,3.0,2.0,345.33,5.0,POINT (-14.67 33.81)
1770,1771,Atlantic,-14.67,33.81,02 Mar 2004,25.0,3.41,0.18,PP,2004.0,3.0,2.0,345.33,27.5,POINT (-14.67 33.81)
1771,1772,Atlantic,-14.67,33.81,02 Mar 2004,50.0,0.16,0.2,PP,2004.0,3.0,2.0,345.33,65.0,POINT (-14.67 33.81)
1772,1773,Atlantic,-14.67,33.81,02 Mar 2004,75.0,0.14,0.37,PP,2004.0,3.0,2.0,345.33,87.5,POINT (-14.67 33.81)
1773,1774,Atlantic,-14.67,33.81,02 Mar 2004,150.0,0.15,0.3,PP,2004.0,3.0,2.0,345.33,160.0,POINT (-14.67 33.81)
1812,1813,Atlantic,-26.66,40.34,02 Jul 2004,0.0,1.47,0.09,PP,2004.0,7.0,2.0,333.34,5.0,POINT (-26.66 40.34)
1813,1814,Atlantic,-26.66,40.34,02 Jul 2004,25.0,0.74,0.07,PP,2004.0,7.0,2.0,333.34,27.5,POINT (-26.66 40.34)
1814,1815,Atlantic,-26.66,40.34,02 Jul 2004,50.0,1.1,0.14,PP,2004.0,7.0,2.0,333.34,65.0,POINT (-26.66 40.34)
1815,1816,Atlantic,-26.61,40.28,02 Jul 2004,0.0,1.71,0.07,PP,2004.0,7.0,2.0,333.39,5.0,POINT (-26.61 40.28)
1816,1817,Atlantic,-26.61,40.28,02 Jul 2004,25.0,0.76,0.09,PP,2004.0,7.0,2.0,333.39,27.5,POINT (-26.61 40.28)
1817,1818,Atlantic,-26.61,40.28,02 Jul 2004,75.0,1.09,0.3,PP,2004.0,7.0,2.0,333.39,87.5,POINT (-26.61 40.28)
1818,1819,Atlantic,-26.61,40.28,02 Jul 2004,100.0,1.09,0.27,PP,2004.0,7.0,2.0,333.39,117.5,POINT (-26.61 40.28)
1819,1820,Atlantic,-26.84,40.36,02 Jul 2004,0.0,5.6,0.13,PP,2004.0,7.0,2.0,333.16,5.0,POINT (-26.84 40.36)
1820,1821,Atlantic,-26.84,40.36,02 Jul 2004,25.0,0.02,0.14,PP,2004.0,7.0,2.0,333.16,27.5,POINT (-26.84 40.36)
1821,1822,Atlantic,-26.84,40.36,02 Jul 2004,50.0,0.27,0.23,PP,2004.0,7.0,2.0,333.16,65.0,POINT (-26.84 40.36)
1823,1824,Atlantic,-26.84,40.36,02 Jul 2004,100.0,0.16,0.12,PP,2004.0,7.0,2.0,333.16,117.5,POINT (-26.84 40.36)
1824,1825,Atlantic,-26.84,40.36,02 Jul 2004,150.0,0.24,0.02,PP,2004.0,7.0,2.0,333.16,160.0,POINT (-26.84 40.36)
1825,1826,Atlantic,-14.38,33.77,02 Jul 2004,0.0,1.89,0.14,PP,2004.0,7.0,2.0,345.62,5.0,POINT (-14.38 33.77)
1826,1827,Atlantic,-14.38,33.77,02 Jul 2004,25.0,0.78,0.08,PP,2004.0,7.0,2.0,345.62,27.5,POINT (-14.38 33.77)
1827,1828,Atlantic,-14.38,33.77,02 Jul 2004,50.0,0.69,0.08,PP,2004.0,7.0,2.0,345.62,65.0,POINT (-14.38 33.77)
1828,1829,Atlantic,-14.38,33.77,02 Jul 2004,75.0,0.41,0.18,PP,2004.0,7.0,2.0,345.62,87.5,POINT (-14.38 33.77)
1829,1830,Atlantic,-14.38,33.77,02 Jul 2004,100.0,0.15,0.33,PP,2004.0,7.0,2.0,345.62,117.5,POINT (-14.38 33.77)
1830,1831,Atlantic,-14.38,33.77,02 Jul 2004,150.0,0.6,0.13,PP,2004.0,7.0,2.0,345.62,160.0,POINT (-14.38 33.77)
1831,1832,Atlantic,-14.05,33.75,02 Jul 2004,0.0,6.28,0.06,PP,2004.0,7.0,2.0,345.95,5.0,POINT (-14.05 33.75)
1832,1833,Atlantic,-14.05,33.75,02 Jul 2004,25.0,6.0,0.08,PP,2004.0,7.0,2.0,345.95,27.5,POINT (-14.05 33.75)
1833,1834,Atlantic,-14.05,33.75,02 Jul 2004,50.0,5.64,0.07,PP,2004.0,7.0,2.0,345.95,65.0,POINT (-14.05 33.75)
1834,1835,Atlantic,-14.05,33.75,02 Jul 2004,75.0,6.0,0.15,PP,2004.0,7.0,2.0,345.95,87.5,POINT (-14.05 33.75)
1835,1836,Atlantic,-14.05,33.75,02 Jul 2004,100.0,6.5,0.21,PP,2004.0,7.0,2.0,345.95,117.5,POINT (-14.05 33.75)
1836,1837,Atlantic,-14.05,33.75,02 Jul 2004,150.0,6.12,0.2,PP,2004.0,7.0,2.0,345.95,160.0,POINT (-14.05 33.75)
1838,1839,Atlantic,-14.5,33.53,02 Jul 2004,25.0,0.3,0.08,PP,2004.0,7.0,2.0,345.5,27.5,POINT (-14.5 33.53)
1839,1840,Atlantic,-14.5,33.53,02 Jul 2004,50.0,0.16,0.08,PP,2004.0,7.0,2.0,345.5,65.0,POINT (-14.5 33.53)
1840,1841,Atlantic,-14.5,33.53,02 Jul 2004,75.0,0.73,0.13,PP,2004.0,7.0,2.0,345.5,87.5,POINT (-14.5 33.53)
1841,1842,Atlantic,-14.5,33.53,02 Jul 2004,100.0,0.86,0.15,PP,2004.0,7.0,2.0,345.5,117.5,POINT (-14.5 33.53)
1842,1843,Atlantic,-14.5,33.53,02 Jul 2004,150.0,0.15,0.3,PP,2004.0,7.0,2.0,345.5,160.0,POINT (-14.5 33.53)
1843,1844,Atlantic,-14.67,33.81,02 Jul 2004,0.0,2.03,0.27,PP,2004.0,7.0,2.0,345.33,5.0,POINT (-14.67 33.81)
1845,1846,Atlantic,-14.67,33.81,02 Jul 2004,100.0,0.44,0.27,PP,2004.0,7.0,2.0,345.33,117.5,POINT (-14.67 33.81)
1952,1953,Atlantic,-16.4,27.4,03 Feb 2007,5.0,0.16,0.66,PP,2007.0,2.0,3.0,343.6,5.0,POINT (-16.4 27.4)
1969,1970,Atlantic,-19.43,24.09,10 Feb 2007,5.0,2.79,0.44,PP,2007.0,2.0,10.0,340.57,5.0,POINT (-19.43 24.09)
1970,1971,Atlantic,-19.43,24.09,10 Feb 2007,5.0,2.18,0.44,PP,2007.0,2.0,10.0,340.57,5.0,POINT (-19.43 24.09)
1971,1972,Atlantic,-19.43,24.09,10 Feb 2007,5.0,2.91,0.44,PP,2007.0,2.0,10.0,340.57,5.0,POINT (-19.43 24.09)
1972,1973,Atlantic,-19.43,24.09,10 Feb 2007,5.0,2.63,0.44,PP,2007.0,2.0,10.0,340.57,5.0,POINT (-19.43 24.09)
1973,1974,Atlantic,-19.43,24.09,10 Feb 2007,5.0,2.25,0.44,PP,2007.0,2.0,10.0,340.57,5.0,POINT (-19.43 24.09)
1974,1975,Atlantic,-20.2,22.55,11 Feb 2007,5.0,3.85,0.77,PP,2007.0,2.0,11.0,339.8,5.0,POINT (-20.2 22.55)
1975,1976,Atlantic,-20.2,22.55,11 Feb 2007,5.0,3.52,0.77,PP,2007.0,2.0,11.0,339.8,5.0,POINT (-20.2 22.55)
1976,1977,Atlantic,-20.2,22.55,11 Feb 2007,5.0,2.5,0.77,PP,2007.0,2.0,11.0,339.8,5.0,POINT (-20.2 22.55)
1977,1978,Atlantic,-20.2,22.55,11 Feb 2007,5.0,2.12,0.77,PP,2007.0,2.0,11.0,339.8,5.0,POINT (-20.2 22.55)
1978,1979,Atlantic,-20.53,21.49,12 Feb 2007,5.0,3.55,0.91,PP,2007.0,2.0,12.0,339.47,5.0,POINT (-20.53 21.49)
1979,1980,Atlantic,-20.53,21.49,12 Feb 2007,5.0,4.4,0.91,PP,2007.0,2.0,12.0,339.47,5.0,POINT (-20.53 21.49)
1980,1981,Atlantic,-20.53,21.49,12 Feb 2007,5.0,3.41,0.91,PP,2007.0,2.0,12.0,339.47,5.0,POINT (-20.53 21.49)
1981,1982,Atlantic,-20.53,21.49,12 Feb 2007,5.0,3.18,0.91,PP,2007.0,2.0,12.0,339.47,5.0,POINT (-20.53 21.49)
1982,1983,Atlantic,-20.53,21.49,12 Feb 2007,5.0,1.97,0.91,PP,2007.0,2.0,12.0,339.47,5.0,POINT (-20.53 21.49)
1987,1988,Atlantic,-22.02,20.11,14 Feb 2007,5.0,3.77,0.9,PP,2007.0,2.0,14.0,337.98,5.0,POINT (-22.02 20.11)
1988,1989,Atlantic,-22.02,20.11,14 Feb 2007,5.0,3.63,0.9,PP,2007.0,2.0,14.0,337.98,5.0,POINT (-22.02 20.11)
1989,1990,Atlantic,-22.02,20.11,14 Feb 2007,5.0,3.39,0.9,PP,2007.0,2.0,14.0,337.98,5.0,POINT (-22.02 20.11)
1990,1991,Atlantic,-22.02,20.11,14 Feb 2007,5.0,3.38,0.9,PP,2007.0,2.0,14.0,337.98,5.0,POINT (-22.02 20.11)
1991,1992,Atlantic,-22.02,20.11,14 Feb 2007,5.0,1.28,0.9,PP,2007.0,2.0,14.0,337.98,5.0,POINT (-22.02 20.11)
1992,1993,Atlantic,-26.59,21.2,19 Feb 2007,5.0,1.24,0.29,PP,2007.0,2.0,19.0,333.41,5.0,POINT (-26.59 21.2)
1993,1994,Atlantic,-26.59,21.2,19 Feb 2007,5.0,0.27,0.29,PP,2007.0,2.0,19.0,333.41,5.0,POINT (-26.59 21.2)
1994,1995,Atlantic,-26.59,21.2,19 Feb 2007,5.0,0.27,0.29,PP,2007.0,2.0,19.0,333.41,5.0,POINT (-26.59 21.2)
1995,1996,Atlantic,-26.59,21.2,19 Feb 2007,5.0,0.24,0.29,PP,2007.0,2.0,19.0,333.41,5.0,POINT (-26.59 21.2)
1997,1998,Atlantic,-28.27,25.01,21 Feb 2007,5.0,1.04,0.23,PP,2007.0,2.0,21.0,331.73,5.0,POINT (-28.27 25.01)
1998,1999,Atlantic,-28.27,25.01,21 Feb 2007,5.0,0.58,0.23,PP,2007.0,2.0,21.0,331.73,5.0,POINT (-28.27 25.01)
1999,2000,Atlantic,-28.27,25.01,21 Feb 2007,5.0,0.17,0.23,PP,2007.0,2.0,21.0,331.73,5.0,POINT (-28.27 25.01)
2000,2001,Atlantic,-28.27,25.01,21 Feb 2007,5.0,0.32,0.23,PP,2007.0,2.0,21.0,331.73,5.0,POINT (-28.27 25.01)
2001,2002,Atlantic,-27.1,25.19,22 Feb 2007,5.0,0.25,0.29,PP,2007.0,2.0,22.0,332.9,5.0,POINT (-27.1 25.19)
2002,2003,Atlantic,-27.1,25.19,22 Feb 2007,5.0,0.29,0.29,PP,2007.0,2.0,22.0,332.9,5.0,POINT (-27.1 25.19)
2003,2004,Atlantic,-27.1,25.19,22 Feb 2007,5.0,0.28,0.29,PP,2007.0,2.0,22.0,332.9,5.0,POINT (-27.1 25.19)
2004,2005,Atlantic,-27.1,25.19,22 Feb 2007,5.0,0.4,0.29,PP,2007.0,2.0,22.0,332.9,5.0,POINT (-27.1 25.19)
2005,2006,Atlantic,-27.1,25.19,22 Feb 2007,5.0,0.48,0.29,PP,2007.0,2.0,22.0,332.9,5.0,POINT (-27.1 25.19)
2358,2359,Indian,58.99,19.01,04 Sep 1994,3.0,11.42,0.56,PP,1995.0,1.0,20.0,58.99,5.0,POINT (58.99 19.01)
2359,2360,Indian,58.99,19.01,04 Sep 1994,8.0,3.5,0.72,PP,1995.0,1.0,20.0,58.99,15.0,POINT (58.99 19.01)
2360,2361,Indian,58.99,19.01,04 Sep 1994,15.0,1.71,0.61,PP,1995.0,1.0,20.0,58.99,15.0,POINT (58.99 19.01)
2361,2362,Indian,58.99,19.01,04 Sep 1994,38.0,0.41,0.3,PP,1995.0,1.0,20.0,58.99,45.0,POINT (58.99 19.01)
2364,2365,Indian,62.0,16.03,11 Sep 1994,1.0,4.06,0.65,PP,1995.0,1.0,20.0,62.0,5.0,POINT (62 16.03)
2365,2366,Indian,62.0,16.03,11 Sep 1994,3.0,5.17,0.56,PP,1995.0,1.0,20.0,62.0,5.0,POINT (62 16.03)
2366,2367,Indian,62.0,16.03,11 Sep 1994,8.0,6.01,0.64,PP,1995.0,1.0,20.0,62.0,15.0,POINT (62 16.03)
2367,2368,Indian,62.0,16.03,11 Sep 1994,24.0,0.15,0.6,PP,1995.0,1.0,20.0,62.0,27.5,POINT (62 16.03)
2372,2373,Indian,62.1,15.98,13 Sep 1994,1.0,5.11,0.52,PP,1995.0,1.0,20.0,62.1,5.0,POINT (62.1 15.98)
2373,2374,Indian,62.1,15.98,13 Sep 1994,5.0,1.45,0.37,PP,1995.0,1.0,20.0,62.1,5.0,POINT (62.1 15.98)
2378,2379,Indian,64.49,11.99,16 Sep 1994,11.0,3.98,0.34,PP,1995.0,7.0,30.0,64.49,15.0,POINT (64.49 11.99)
2379,2380,Indian,64.49,11.99,16 Sep 1994,22.0,2.68,0.4,PP,1995.0,7.0,30.0,64.49,27.5,POINT (64.49 11.99)
2380,2381,Indian,64.49,11.99,16 Sep 1994,41.0,1.44,0.46,PP,1995.0,7.0,30.0,64.49,45.0,POINT (64.49 11.99)
2389,2390,Indian,67.09,7.9,19 Sep 1994,2.0,3.23,0.22,PP,1995.0,7.0,30.0,67.09,5.0,POINT (67.09 7.9)
2390,2391,Indian,67.09,7.9,19 Sep 1994,8.0,3.49,0.17,PP,1995.0,7.0,30.0,67.09,15.0,POINT (67.09 7.9)
2391,2392,Indian,67.09,7.9,19 Sep 1994,16.0,2.98,0.26,PP,1995.0,7.0,30.0,67.09,27.5,POINT (67.09 7.9)
2392,2393,Indian,67.09,7.9,19 Sep 1994,30.0,1.59,0.3,PP,1995.0,7.0,30.0,67.09,45.0,POINT (67.09 7.9)
2393,2394,Indian,67.09,7.9,19 Sep 1994,47.0,1.79,0.4,PP,1995.0,7.0,30.0,67.09,65.0,POINT (67.09 7.9)
2394,2395,Indian,67.0,14.33,24 Sep 1994,1.0,1.94,0.21,PP,1995.0,7.0,30.0,67.0,5.0,POINT (67 14.33)
2395,2396,Indian,67.0,14.33,24 Sep 1994,8.0,2.88,0.18,PP,1995.0,7.0,30.0,67.0,15.0,POINT (67 14.33)
2396,2397,Indian,67.0,14.33,24 Sep 1994,16.0,2.52,0.21,PP,1995.0,7.0,30.0,67.0,27.5,POINT (67 14.33)
2397,2398,Indian,67.0,14.33,24 Sep 1994,30.0,1.63,0.31,PP,1995.0,7.0,30.0,67.0,45.0,POINT (67 14.33)
2399,2400,Indian,62.0,16.04,27 Sep 1994,1.0,16.88,0.44,PP,1995.0,7.0,30.0,62.0,5.0,POINT (62 16.04)
2400,2401,Indian,62.0,16.04,27 Sep 1994,5.0,12.56,0.57,PP,1995.0,7.0,30.0,62.0,5.0,POINT (62 16.04)
2401,2402,Indian,62.0,16.04,27 Sep 1994,10.0,8.28,0.78,PP,1995.0,7.0,30.0,62.0,15.0,POINT (62 16.04)
2402,2403,Indian,62.0,16.04,27 Sep 1994,30.0,0.04,0.6,PP,1995.0,7.0,30.0,62.0,45.0,POINT (62 16.04)
2409,2410,Indian,59.0,18.99,29 Sep 1994,1.0,10.02,0.64,PP,1995.0,7.0,30.0,59.0,5.0,POINT (59 18.99)
2410,2411,Indian,59.0,18.99,29 Sep 1994,3.0,7.28,0.83,PP,1995.0,7.0,30.0,59.0,5.0,POINT (59 18.99)
2411,2412,Indian,59.0,18.99,29 Sep 1994,6.0,7.47,0.7,PP,1995.0,7.0,30.0,59.0,15.0,POINT (59 18.99)
2412,2413,Indian,59.0,18.99,29 Sep 1994,13.0,2.36,1.2,PP,1995.0,7.0,30.0,59.0,15.0,POINT (59 18.99)
2618,2619,Mediterranean Sea,6.0,40.95,30 Dec 1988,3.0,0.75,0.26,PP,1990.0,4.0,20.0,6.0,5.0,POINT (6 40.95)
2619,2620,Mediterranean Sea,6.0,40.95,30 Dec 1988,20.0,0.4,0.31,PP,1990.0,4.0,22.0,6.0,27.5,POINT (6 40.95)
2620,2621,Mediterranean Sea,6.0,40.95,30 Dec 1988,60.0,0.23,0.26,PP,1990.0,4.0,22.0,6.0,65.0,POINT (6 40.95)
2621,2622,Mediterranean Sea,5.0,42.83,01 Jan 1989,3.0,3.22,0.57,PP,1990.0,4.0,22.0,5.0,5.0,POINT (5 42.83)
2622,2623,Mediterranean Sea,5.0,42.83,01 Jan 1989,20.0,1.07,0.49,PP,1990.0,4.0,22.0,5.0,27.5,POINT (5 42.83)
2623,2624,Mediterranean Sea,5.0,42.83,01 Jan 1989,50.0,0.07,0.15,PP,1990.0,4.0,22.0,5.0,65.0,POINT (5 42.83)
2624,2625,Mediterranean Sea,4.83,43.28,01 Jan 1989,3.0,8.58,0.75,PP,1990.0,4.0,25.0,4.83,5.0,POINT (4.83 43.28)
2625,2626,Mediterranean Sea,4.83,43.28,01 Jan 1989,10.0,1.02,0.37,PP,1990.0,4.0,25.0,4.83,15.0,POINT (4.83 43.28)
2626,2627,Mediterranean Sea,4.83,43.28,01 Jan 1989,30.0,0.27,0.14,PP,1990.0,4.0,25.0,4.83,45.0,POINT (4.83 43.28)
2627,2628,Mediterranean Sea,3.63,41.98,03 Jan 1989,3.0,1.48,0.37,PP,1990.0,4.0,25.0,3.63,5.0,POINT (3.63 41.98)
2628,2629,Mediterranean Sea,3.63,41.98,03 Jan 1989,10.0,1.4,0.28,PP,1990.0,4.0,25.0,3.63,15.0,POINT (3.63 41.98)
2629,2630,Mediterranean Sea,3.63,41.98,03 Jan 1989,50.0,0.08,0.34,PP,1990.0,4.0,27.0,3.63,65.0,POINT (3.63 41.98)
2631,2632,Mediterranean Sea,3.67,42.85,05 Jan 1989,3.0,1.01,0.22,PP,1990.0,4.0,28.0,3.67,5.0,POINT (3.67 42.85)
2632,2633,Mediterranean Sea,3.67,42.85,05 Jan 1989,30.0,0.36,0.25,PP,1990.0,4.0,28.0,3.67,45.0,POINT (3.67 42.85)
2634,2635,Mediterranean Sea,4.93,43.27,07 Jan 1989,20.0,3.33,0.12,PP,1990.0,4.0,28.0,4.93,27.5,POINT (4.93 43.27)
2635,2636,Mediterranean Sea,4.93,43.27,07 Jan 1989,40.0,2.14,0.12,PP,1990.0,5.0,4.0,4.93,45.0,POINT (4.93 43.27)
2662,2663,Mediterranean Sea,5.3,42.5,04 Jul 1989,3.0,1.11,0.03,PP,1990.0,11.0,30.0,5.3,5.0,POINT (5.3 42.5)
2663,2664,Mediterranean Sea,5.3,42.5,04 Jul 1989,10.0,2.08,0.04,PP,1990.0,12.0,6.0,5.3,15.0,POINT (5.3 42.5)
2665,2666,Mediterranean Sea,5.3,42.5,10 Jul 1989,20.0,2.03,0.05,PP,1990.0,12.0,19.0,5.3,27.5,POINT (5.3 42.5)
2707,2708,Mediterranean Sea,6.0,42.0,13 Apr 1990,0.0,4.77,0.77,PP,1991.0,9.0,12.0,6.0,5.0,POINT (6 42)
2708,2709,Mediterranean Sea,6.0,42.0,13 Apr 1990,10.0,4.73,0.91,PP,1991.0,9.0,19.0,6.0,15.0,POINT (6 42)
2709,2710,Mediterranean Sea,6.0,42.0,13 Apr 1990,40.0,3.18,0.86,PP,1991.0,9.0,26.0,6.0,45.0,POINT (6 42)
2710,2711,Mediterranean Sea,6.0,42.0,13 Apr 1990,80.0,0.2,0.07,PP,1991.0,10.0,3.0,6.0,87.5,POINT (6 42)
2711,2712,Mediterranean Sea,4.38,43.13,20 Apr 1990,0.0,10.23,0.76,PP,1991.0,10.0,9.0,4.38,5.0,POINT (4.38 43.13)
2712,2713,Mediterranean Sea,4.38,43.13,20 Apr 1990,10.0,7.37,0.99,PP,1991.0,10.0,24.0,4.38,15.0,POINT (4.38 43.13)
2713,2714,Mediterranean Sea,4.38,43.13,20 Apr 1990,20.0,5.56,0.87,PP,1991.0,11.0,1.0,4.38,27.5,POINT (4.38 43.13)
2714,2715,Mediterranean Sea,4.38,43.13,20 Apr 1990,40.0,1.3,0.82,PP,1991.0,11.0,7.0,4.38,45.0,POINT (4.38 43.13)
2715,2716,Mediterranean Sea,4.38,43.13,20 Apr 1990,60.0,2.09,1.02,PP,1991.0,11.0,14.0,4.38,65.0,POINT (4.38 43.13)
2717,2718,Mediterranean Sea,4.92,43.25,22 Apr 1990,0.0,16.43,2.96,PP,1991.0,11.0,28.0,4.92,5.0,POINT (4.92 43.25)
2718,2719,Mediterranean Sea,4.92,43.25,22 Apr 1990,5.0,18.38,2.93,PP,1991.0,12.0,12.0,4.92,5.0,POINT (4.92 43.25)
2719,2720,Mediterranean Sea,4.92,43.25,22 Apr 1990,10.0,8.87,3.0,PP,1991.0,12.0,19.0,4.92,15.0,POINT (4.92 43.25)
2720,2721,Mediterranean Sea,4.92,43.25,22 Apr 1990,20.0,2.37,4.15,PP,1991.0,12.0,26.0,4.92,27.5,POINT (4.92 43.25)
2721,2722,Mediterranean Sea,4.92,43.25,22 Apr 1990,40.0,2.85,3.64,PP,1992.0,1.0,2.0,4.92,45.0,POINT (4.92 43.25)
