,number,Date,cruise,Longitude,Latitude,Depth,bacteria,virus,set,year,month,day,Longitude_pos,depth_bin,geometry
1040,1041,4/7/04,CASES03-04,-137.5,69.5,43.0,847000.0,8120000.0,VB,2004,4,7,222.5,45.0,POINT (-137.5 69.5)
1041,1042,1/8/00,ARCTICSBI,-138.5,69.5,1.0,298000.0,12000000.0,VB,2000,1,8,221.5,5.0,POINT (-138.5 69.5)
1042,1043,6/10/03,CASES03-04,-138.5,69.5,5.0,559000.0,4860000.0,VB,2003,6,10,221.5,5.0,POINT (-138.5 69.5)
1043,1044,6/10/03,CASES03-04,-138.5,69.5,33.0,358000.0,2380000.0,VB,2003,6,10,221.5,45.0,POINT (-138.5 69.5)
1044,1045,1/8/00,ARCTICSBI,-138.5,69.5,1.0,97600.0,3300000.0,VB,2000,1,8,221.5,5.0,POINT (-138.5 69.5)
1045,1046,6/10/03,CASES03-04,-138.5,69.5,233.0,122000.0,351000.0,VB,2003,6,10,221.5,310.0,POINT (-138.5 69.5)
1046,1047,1/8/00,ARCTICSBI,-138.5,69.5,1.0,78600.0,5370000.0,VB,2000,1,8,221.5,5.0,POINT (-138.5 69.5)
1047,1048,1/8/00,ARCTICSBI,-138.5,69.5,1.0,463000.0,9690000.0,VB,2000,1,8,221.5,5.0,POINT (-138.5 69.5)
1048,1049,1/8/00,ARCTICSBI,-138.5,69.5,1.0,165000.0,3800000.0,VB,2000,1,8,221.5,5.0,POINT (-138.5 69.5)
1049,1050,6/10/03,CASES03-04,-138.5,69.5,24.0,1030000.0,5900000.0,VB,2003,6,10,221.5,27.5,POINT (-138.5 69.5)
1050,1051,6/10/03,CASES03-04,-138.5,69.5,10.0,806000.0,4510000.0,VB,2003,6,10,221.5,15.0,POINT (-138.5 69.5)
1051,1052,6/10/03,CASES03-04,-138.5,69.5,50.0,336000.0,1920000.0,VB,2003,6,10,221.5,65.0,POINT (-138.5 69.5)
1052,1053,4/7/04,CASES03-04,-138.5,70.5,5.0,2620000.0,21200000.0,VB,2004,4,7,221.5,5.0,POINT (-138.5 70.5)
1053,1054,4/7/04,CASES03-04,-138.5,70.5,38.0,954000.0,14500000.0,VB,2004,4,7,221.5,45.0,POINT (-138.5 70.5)
1054,1055,4/7/04,CASES03-04,-138.5,70.5,24.0,375000.0,9500000.0,VB,2004,4,7,221.5,27.5,POINT (-138.5 70.5)
1055,1056,4/7/04,CASES03-04,-138.5,70.5,10.0,1740000.0,12100000.0,VB,2004,4,7,221.5,15.0,POINT (-138.5 70.5)
1056,1057,4/7/04,CASES03-04,-138.5,70.5,5.0,2420000.0,18000000.0,VB,2004,4,7,221.5,5.0,POINT (-138.5 70.5)
1057,1058,10/10/03,CASES03-04,-138.5,71.5,5.0,505000.0,2660000.0,VB,2003,10,10,221.5,5.0,POINT (-138.5 71.5)
1059,1060,10/10/03,CASES03-04,-138.5,71.5,77.0,147000.0,369000.0,VB,2003,10,10,221.5,87.5,POINT (-138.5 71.5)
1060,1061,10/10/03,CASES03-04,-138.5,71.5,26.0,305000.0,2000000.0,VB,2003,10,10,221.5,27.5,POINT (-138.5 71.5)
1061,1062,10/10/03,CASES03-04,-138.5,71.5,29.0,427000.0,4800000.0,VB,2003,10,10,221.5,45.0,POINT (-138.5 71.5)
1062,1063,10/10/03,CASES03-04,-138.5,71.5,52.0,201000.0,1090000.0,VB,2003,10,10,221.5,65.0,POINT (-138.5 71.5)
1063,1064,6/3/12,POWOW,-139.5,25.5,1.0,435000.0,6990000.0,VB,2012,6,3,220.5,5.0,POINT (-139.5 25.5)
1064,1065,4/15/11,STRATIPHYT2,-14.5,29.5,200.0896,200000.0,2090000.0,VB,2011,4,15,345.5,222.5,POINT (-14.5 29.5)
1065,1066,4/15/11,STRATIPHYT2,-14.5,29.5,39.97166667,968000.0,14300000.0,VB,2011,4,15,345.5,45.0,POINT (-14.5 29.5)
1066,1067,4/15/11,STRATIPHYT2,-14.5,29.5,89.9236,940000.0,8100000.0,VB,2011,4,15,345.5,117.5,POINT (-14.5 29.5)
1067,1068,4/15/11,STRATIPHYT2,-14.5,29.5,120.2661111,902000.0,9160000.0,VB,2011,4,15,345.5,160.0,POINT (-14.5 29.5)
1068,1069,4/15/11,STRATIPHYT2,-14.5,29.5,60.3712,960000.0,9780000.0,VB,2011,4,15,345.5,65.0,POINT (-14.5 29.5)
1069,1070,4/15/11,STRATIPHYT2,-14.5,29.5,10.25433333,908000.0,8820000.0,VB,2011,4,15,345.5,15.0,POINT (-14.5 29.5)
1070,1071,4/17/11,STRATIPHYT2,-14.5,31.5,9.936666667,913000.0,9480000.0,VB,2011,4,17,345.5,15.0,POINT (-14.5 31.5)
1071,1072,4/17/11,STRATIPHYT2,-14.5,31.5,109.81,429000.0,6440000.0,VB,2011,4,17,345.5,117.5,POINT (-14.5 31.5)
1072,1073,4/17/11,STRATIPHYT2,-14.5,31.5,30.41013636,852000.0,12300000.0,VB,2011,4,17,345.5,45.0,POINT (-14.5 31.5)
1073,1074,4/17/11,STRATIPHYT2,-14.5,31.5,63.01325,1100000.0,11300000.0,VB,2011,4,17,345.5,65.0,POINT (-14.5 31.5)
1074,1075,4/17/11,STRATIPHYT2,-14.5,31.5,73.02104348,974000.0,11100000.0,VB,2011,4,17,345.5,87.5,POINT (-14.5 31.5)
1075,1076,4/17/11,STRATIPHYT2,-14.5,31.5,50.752,880000.0,10700000.0,VB,2011,4,17,345.5,65.0,POINT (-14.5 31.5)
1076,1077,4/17/11,STRATIPHYT2,-14.5,31.5,199.4531667,237000.0,3110000.0,VB,2011,4,17,345.5,222.5,POINT (-14.5 31.5)
1077,1078,4/17/11,STRATIPHYT2,-14.5,31.5,118.93,508000.0,7560000.0,VB,2011,4,17,345.5,160.0,POINT (-14.5 31.5)
1078,1079,4/17/11,STRATIPHYT2,-14.5,31.5,25.548,954000.0,11400000.0,VB,2011,4,17,345.5,27.5,POINT (-14.5 31.5)
1079,1080,7/18/09,STRATIPHYT1,-14.5,32.5,35.94,165000.0,9010000.0,VB,2009,7,18,345.5,45.0,POINT (-14.5 32.5)
1080,1081,7/18/09,STRATIPHYT1,-14.5,32.5,57.85571429,225000.0,10500000.0,VB,2009,7,18,345.5,65.0,POINT (-14.5 32.5)
1081,1082,7/18/09,STRATIPHYT1,-14.5,32.5,200.3314286,42600.0,3570000.0,VB,2009,7,18,345.5,222.5,POINT (-14.5 32.5)
1082,1083,4/18/11,STRATIPHYT2,-14.5,32.5,109.06125,460000.0,6400000.0,VB,2011,4,18,345.5,117.5,POINT (-14.5 32.5)
1083,1084,7/18/09,STRATIPHYT1,-14.5,32.5,83.168,144000.0,13600000.0,VB,2009,7,18,345.5,87.5,POINT (-14.5 32.5)
1084,1085,4/18/11,STRATIPHYT2,-14.5,32.5,23.95042857,1010000.0,10400000.0,VB,2011,4,18,345.5,27.5,POINT (-14.5 32.5)
1085,1086,7/18/09,STRATIPHYT1,-14.5,32.5,30.83,125000.0,10700000.0,VB,2009,7,18,345.5,45.0,POINT (-14.5 32.5)
1086,1087,7/18/09,STRATIPHYT1,-14.5,32.5,101.5,55600.0,4620000.0,VB,2009,7,18,345.5,117.5,POINT (-14.5 32.5)
1087,1088,7/18/09,STRATIPHYT1,-14.5,32.5,14.9185,134000.0,6090000.0,VB,2009,7,18,345.5,15.0,POINT (-14.5 32.5)
1088,1089,4/18/11,STRATIPHYT2,-14.5,32.5,74.868625,1010000.0,11800000.0,VB,2011,4,18,345.5,87.5,POINT (-14.5 32.5)
1089,1090,7/18/09,STRATIPHYT1,-14.5,32.5,54.89,160000.0,12300000.0,VB,2009,7,18,345.5,65.0,POINT (-14.5 32.5)
1090,1091,7/18/09,STRATIPHYT1,-14.5,32.5,71.11333333,106000.0,9890000.0,VB,2009,7,18,345.5,87.5,POINT (-14.5 32.5)
1091,1092,4/18/11,STRATIPHYT2,-14.5,32.5,54.41225,1190000.0,8760000.0,VB,2011,4,18,345.5,65.0,POINT (-14.5 32.5)
1092,1093,7/18/09,STRATIPHYT1,-14.5,32.5,124.76,42500.0,3600000.0,VB,2009,7,18,345.5,160.0,POINT (-14.5 32.5)
1093,1094,7/18/09,STRATIPHYT1,-14.5,32.5,50.47,186000.0,11800000.0,VB,2009,7,18,345.5,65.0,POINT (-14.5 32.5)
1094,1095,4/18/11,STRATIPHYT2,-14.5,32.5,200.0206667,229000.0,2950000.0,VB,2011,4,18,345.5,222.5,POINT (-14.5 32.5)
1095,1096,7/18/09,STRATIPHYT1,-14.5,32.5,149.42,27200.0,2610000.0,VB,2009,7,18,345.5,160.0,POINT (-14.5 32.5)
1096,1097,4/20/11,STRATIPHYT2,-14.5,34.5,10.0341,1140000.0,10300000.0,VB,2011,4,20,345.5,15.0,POINT (-14.5 34.5)
1097,1098,7/20/09,STRATIPHYT1,-14.5,34.5,100.92,74200.0,5060000.0,VB,2009,7,20,345.5,117.5,POINT (-14.5 34.5)
1098,1099,7/20/09,STRATIPHYT1,-14.5,34.5,51.87,167000.0,11600000.0,VB,2009,7,20,345.5,65.0,POINT (-14.5 34.5)
1099,1100,4/20/11,STRATIPHYT2,-14.5,34.5,199.7138571,284000.0,4030000.0,VB,2011,4,20,345.5,222.5,POINT (-14.5 34.5)
1100,1101,4/20/11,STRATIPHYT2,-14.5,34.5,47.44889655,1120000.0,9880000.0,VB,2011,4,20,345.5,65.0,POINT (-14.5 34.5)
1101,1102,4/20/11,STRATIPHYT2,-14.5,34.5,20.07442857,1260000.0,11500000.0,VB,2011,4,20,345.5,27.5,POINT (-14.5 34.5)
1102,1103,7/20/09,STRATIPHYT1,-14.5,34.5,225.50375,39100.0,6480000.0,VB,2009,7,20,345.5,310.0,POINT (-14.5 34.5)
1103,1104,4/20/11,STRATIPHYT2,-14.5,34.5,140.836,427000.0,5600000.0,VB,2011,4,20,345.5,160.0,POINT (-14.5 34.5)
1104,1105,7/20/09,STRATIPHYT1,-14.5,34.5,85.79777778,156000.0,13300000.0,VB,2009,7,20,345.5,87.5,POINT (-14.5 34.5)
1105,1106,4/20/11,STRATIPHYT2,-14.5,34.5,89.48,599000.0,6380000.0,VB,2011,4,20,345.5,117.5,POINT (-14.5 34.5)
1106,1107,4/20/11,STRATIPHYT2,-14.5,34.5,131.225,400000.0,5880000.0,VB,2011,4,20,345.5,160.0,POINT (-14.5 34.5)
1107,1108,8/8/09,STRATIPHYT1,-14.5,55.5,70.89,81900.0,9290000.0,VB,2009,8,8,345.5,87.5,POINT (-14.5 55.5)
1108,1109,8/8/09,STRATIPHYT1,-14.5,55.5,20.71,130000.0,23500000.0,VB,2009,8,8,345.5,27.5,POINT (-14.5 55.5)
1109,1110,8/8/09,STRATIPHYT1,-14.5,55.5,40.820625,146000.0,18400000.0,VB,2009,8,8,345.5,45.0,POINT (-14.5 55.5)
1110,1111,8/8/09,STRATIPHYT1,-14.5,55.5,30.795,100000.0,24300000.0,VB,2009,8,8,345.5,45.0,POINT (-14.5 55.5)
1111,1112,8/8/09,STRATIPHYT1,-14.5,55.5,125.335,62500.0,4420000.0,VB,2009,8,8,345.5,160.0,POINT (-14.5 55.5)
1112,1113,8/8/09,STRATIPHYT1,-14.5,55.5,10.62,96200.0,19600000.0,VB,2009,8,8,345.5,15.0,POINT (-14.5 55.5)
1113,1114,8/9/12,GREENLAND2012,-14.5,73.5,30.7,1110000.0,5830000.0,VB,2012,8,9,345.5,45.0,POINT (-14.5 73.5)
1114,1115,8/9/12,GREENLAND2012,-14.5,73.5,90.2,670000.0,3300000.0,VB,2012,8,9,345.5,117.5,POINT (-14.5 73.5)
1115,1116,8/9/12,GREENLAND2012,-14.5,73.5,40.7,1180000.0,5020000.0,VB,2012,8,9,345.5,45.0,POINT (-14.5 73.5)
1116,1117,8/9/12,GREENLAND2012,-14.5,73.5,201.1,334000.0,1560000.0,VB,2012,8,9,345.5,222.5,POINT (-14.5 73.5)
1117,1118,8/9/12,GREENLAND2012,-14.5,73.5,10.7,956000.0,5530000.0,VB,2012,8,9,345.5,15.0,POINT (-14.5 73.5)
1118,1119,8/9/12,GREENLAND2012,-14.5,73.5,65.5,847000.0,4250000.0,VB,2012,8,9,345.5,87.5,POINT (-14.5 73.5)
1119,1120,8/9/12,GREENLAND2012,-14.5,73.5,2.6,849000.0,5070000.0,VB,2012,8,9,345.5,5.0,POINT (-14.5 73.5)
1120,1121,11/7/00,ARCTICSBI,-143.5,59.5,1.0,276000.0,1880000.0,VB,2000,11,7,216.5,5.0,POINT (-143.5 59.5)
1121,1122,11/7/00,ARCTICSBI,-143.5,59.5,1.0,147000.0,2600000.0,VB,2000,11,7,216.5,5.0,POINT (-143.5 59.5)
1122,1123,11/7/00,ARCTICSBI,-143.5,59.5,1.0,419000.0,15900000.0,VB,2000,11,7,216.5,5.0,POINT (-143.5 59.5)
1123,1124,11/7/00,ARCTICSBI,-143.5,59.5,1.0,290000.0,19100000.0,VB,2000,11,7,216.5,5.0,POINT (-143.5 59.5)
1124,1125,11/7/00,ARCTICSBI,-143.5,59.5,1.0,239000.0,5370000.0,VB,2000,11,7,216.5,5.0,POINT (-143.5 59.5)
1125,1126,11/7/00,ARCTICSBI,-143.5,59.5,1.0,111000.0,1290000.0,VB,2000,11,7,216.5,5.0,POINT (-143.5 59.5)
1126,1127,5/3/12,POWOW,-144.5,26.5,1.0,479000.0,6420000.0,VB,2012,5,3,215.5,5.0,POINT (-144.5 26.5)
1127,1128,4/3/12,POWOW,-148.5,25.5,1.0,467000.0,6880000.0,VB,2012,4,3,211.5,5.0,POINT (-148.5 25.5)
1128,1129,4/16/11,STRATIPHYT2,-15.5,30.5,100.3355,572000.0,8350000.0,VB,2011,4,16,344.5,117.5,POINT (-15.5 30.5)
1129,1130,4/16/11,STRATIPHYT2,-15.5,30.5,200.8511429,212000.0,2940000.0,VB,2011,4,16,344.5,222.5,POINT (-15.5 30.5)
1130,1131,4/16/11,STRATIPHYT2,-15.5,30.5,48.1545,1080000.0,9150000.0,VB,2011,4,16,344.5,65.0,POINT (-15.5 30.5)
1131,1132,4/16/11,STRATIPHYT2,-15.5,30.5,30.15353846,1070000.0,9300000.0,VB,2011,4,16,344.5,45.0,POINT (-15.5 30.5)
1132,1133,4/16/11,STRATIPHYT2,-15.5,30.5,10.42833333,849000.0,10800000.0,VB,2011,4,16,344.5,15.0,POINT (-15.5 30.5)
1133,1134,4/16/11,STRATIPHYT2,-15.5,30.5,73.975,1040000.0,10600000.0,VB,2011,4,16,344.5,87.5,POINT (-15.5 30.5)
1134,1135,6/14/05,NASB2005,-15.5,54.5,5.0,1570000.0,2030000.0,VB,2005,6,14,344.5,5.0,POINT (-15.5 54.5)
1135,1136,6/15/05,NASB2005,-15.5,55.5,5.0,999000.0,1720000.0,VB,2005,6,15,344.5,5.0,POINT (-15.5 55.5)
1136,1137,6/13/05,NASB2005,-15.5,55.5,5.0,2130000.0,2610000.0,VB,2005,6,13,344.5,5.0,POINT (-15.5 55.5)
1137,1138,6/17/05,NASB2005,-15.5,56.5,5.0,1940000.0,2800000.0,VB,2005,6,17,344.5,5.0,POINT (-15.5 56.5)
1138,1139,6/16/05,NASB2005,-15.5,56.5,5.0,1620000.0,2340000.0,VB,2005,6,16,344.5,5.0,POINT (-15.5 56.5)
1139,1140,6/18/05,NASB2005,-15.5,57.5,5.0,1470000.0,2100000.0,VB,2005,6,18,344.5,5.0,POINT (-15.5 57.5)
1140,1141,6/19/05,NASB2005,-15.5,58.5,5.0,2380000.0,1290000.0,VB,2005,6,19,344.5,5.0,POINT (-15.5 58.5)
1141,1142,6/22/05,NASB2005,-15.5,59.5,5.0,1470000.0,1010000.0,VB,2005,6,22,344.5,5.0,POINT (-15.5 59.5)
1142,1143,6/24/05,NASB2005,-15.5,60.5,5.0,1740000.0,1240000.0,VB,2005,6,24,344.5,5.0,POINT (-15.5 60.5)
1143,1144,9/9/12,GREENLAND2012,-15.5,73.5,8.3,530000.0,3670000.0,VB,2012,9,9,344.5,15.0,POINT (-15.5 73.5)
1144,1145,9/9/12,GREENLAND2012,-15.5,73.5,150.4,388000.0,1380000.0,VB,2012,9,9,344.5,160.0,POINT (-15.5 73.5)
1145,1146,9/9/12,GREENLAND2012,-15.5,73.5,25.4,758000.0,5020000.0,VB,2012,9,9,344.5,27.5,POINT (-15.5 73.5)
1146,1147,8/9/12,GREENLAND2012,-15.5,73.5,29.2,1010000.0,7070000.0,VB,2012,8,9,344.5,45.0,POINT (-15.5 73.5)
1147,1148,8/9/12,GREENLAND2012,-15.5,73.5,200.3,384000.0,1630000.0,VB,2012,8,9,344.5,222.5,POINT (-15.5 73.5)
1148,1149,8/9/12,GREENLAND2012,-15.5,73.5,100.6,490000.0,2560000.0,VB,2012,8,9,344.5,117.5,POINT (-15.5 73.5)
1149,1150,8/9/12,GREENLAND2012,-15.5,73.5,40.8,1030000.0,7690000.0,VB,2012,8,9,344.5,45.0,POINT (-15.5 73.5)
1150,1151,8/9/12,GREENLAND2012,-15.5,73.5,8.5,912000.0,6110000.0,VB,2012,8,9,344.5,15.0,POINT (-15.5 73.5)
1151,1152,9/9/12,GREENLAND2012,-15.5,73.5,90.3,491000.0,1750000.0,VB,2012,9,9,344.5,117.5,POINT (-15.5 73.5)
1154,1155,9/9/12,GREENLAND2012,-15.5,73.5,58.6,257000.0,884000.0,VB,2012,9,9,344.5,65.0,POINT (-15.5 73.5)
1155,1156,7/29/00,ARCTICSBI,-151.5,70.5,1.0,172000.0,9940000.0,VB,2000,7,29,208.5,5.0,POINT (-151.5 70.5)
1156,1157,7/29/00,ARCTICSBI,-151.5,70.5,1.0,400000.0,6170000.0,VB,2000,7,29,208.5,5.0,POINT (-151.5 70.5)
1157,1158,7/29/00,ARCTICSBI,-151.5,70.5,1.0,274000.0,5960000.0,VB,2000,7,29,208.5,5.0,POINT (-151.5 70.5)
1158,1159,7/29/00,ARCTICSBI,-151.5,70.5,1.0,1460000.0,7120000.0,VB,2000,7,29,208.5,5.0,POINT (-151.5 70.5)
1159,1160,7/13/00,ARCTICSBI,-152.5,57.5,1.0,455000.0,129000000.0,VB,2000,7,13,207.5,5.0,POINT (-152.5 57.5)
1160,1161,7/13/00,ARCTICSBI,-152.5,57.5,1.0,732000.0,115000000.0,VB,2000,7,13,207.5,5.0,POINT (-152.5 57.5)
1161,1162,7/13/00,ARCTICSBI,-152.5,57.5,1.0,391000.0,54400000.0,VB,2000,7,13,207.5,5.0,POINT (-152.5 57.5)
1162,1163,7/13/00,ARCTICSBI,-152.5,57.5,1.0,902000.0,180000000.0,VB,2000,7,13,207.5,5.0,POINT (-152.5 57.5)
1163,1164,7/13/00,ARCTICSBI,-152.5,57.5,1.0,510000.0,129000000.0,VB,2000,7,13,207.5,5.0,POINT (-152.5 57.5)
1164,1165,7/13/00,ARCTICSBI,-152.5,57.5,1.0,1200000.0,225000000.0,VB,2000,7,13,207.5,5.0,POINT (-152.5 57.5)
1165,1166,3/3/12,POWOW,-153.5,23.5,1.0,461000.0,4450000.0,VB,2012,3,3,206.5,5.0,POINT (-153.5 23.5)
1166,1167,7/14/00,ARCTICSBI,-155.5,55.5,1.0,1320000.0,111000000.0,VB,2000,7,14,204.5,5.0,POINT (-155.5 55.5)
1167,1168,7/14/00,ARCTICSBI,-155.5,55.5,1.0,268000.0,28100000.0,VB,2000,7,14,204.5,5.0,POINT (-155.5 55.5)
1168,1169,7/14/00,ARCTICSBI,-155.5,55.5,1.0,758000.0,74500000.0,VB,2000,7,14,204.5,5.0,POINT (-155.5 55.5)
1169,1170,7/14/00,ARCTICSBI,-155.5,55.5,1.0,1120000.0,112000000.0,VB,2000,7,14,204.5,5.0,POINT (-155.5 55.5)
1170,1171,7/14/00,ARCTICSBI,-155.5,55.5,1.0,428000.0,63100000.0,VB,2000,7,14,204.5,5.0,POINT (-155.5 55.5)
1171,1172,7/14/00,ARCTICSBI,-155.5,55.5,1.0,426000.0,64200000.0,VB,2000,7,14,204.5,5.0,POINT (-155.5 55.5)
1172,1173,7/25/00,ARCTICSBI,-156.5,71.5,1.0,154000.0,19600000.0,VB,2000,7,25,203.5,5.0,POINT (-156.5 71.5)
1173,1174,7/25/00,ARCTICSBI,-156.5,71.5,1.0,150000.0,8160000.0,VB,2000,7,25,203.5,5.0,POINT (-156.5 71.5)
1174,1175,7/25/00,ARCTICSBI,-156.5,71.5,1.0,221000.0,20200000.0,VB,2000,7,25,203.5,5.0,POINT (-156.5 71.5)
1175,1176,7/25/00,ARCTICSBI,-156.5,71.5,1.0,151000.0,6310000.0,VB,2000,7,25,203.5,5.0,POINT (-156.5 71.5)
1176,1177,7/25/00,ARCTICSBI,-156.5,71.5,1.0,347000.0,8080000.0,VB,2000,7,25,203.5,5.0,POINT (-156.5 71.5)
1177,1178,7/25/00,ARCTICSBI,-156.5,71.5,1.0,107000.0,14400000.0,VB,2000,7,25,203.5,5.0,POINT (-156.5 71.5)
1178,1179,2/3/12,POWOW,-157.5,22.5,1.0,484000.0,10600000.0,VB,2012,2,3,202.5,5.0,POINT (-157.5 22.5)
1179,1180,7/24/00,ARCTICSBI,-158.5,71.5,1.0,303000.0,51200000.0,VB,2000,7,24,201.5,5.0,POINT (-158.5 71.5)
1180,1181,7/24/00,ARCTICSBI,-158.5,71.5,1.0,153000.0,10200000.0,VB,2000,7,24,201.5,5.0,POINT (-158.5 71.5)
1181,1182,7/24/00,ARCTICSBI,-158.5,71.5,1.0,212000.0,63300000.0,VB,2000,7,24,201.5,5.0,POINT (-158.5 71.5)
1182,1183,7/24/00,ARCTICSBI,-158.5,71.5,1.0,238000.0,24000000.0,VB,2000,7,24,201.5,5.0,POINT (-158.5 71.5)
1183,1184,7/24/00,ARCTICSBI,-158.5,71.5,1.0,132000.0,13700000.0,VB,2000,7,24,201.5,5.0,POINT (-158.5 71.5)
1184,1185,7/24/00,ARCTICSBI,-158.5,71.5,1.0,122000.0,42900000.0,VB,2000,7,24,201.5,5.0,POINT (-158.5 71.5)
1187,1188,4/9/05,KH05_2,-159.5,30.5,247.0,144244.6725,2313295.118,VB,2005,4,9,200.5,310.0,POINT (-159.5 30.5)
1188,1189,4/9/05,KH05_2,-159.5,30.5,298.0,112292.0043,1685609.128,VB,2005,4,9,200.5,310.0,POINT (-159.5 30.5)
1189,1190,4/9/05,KH05_2,-159.5,30.5,74.0,559898.2913,20054526.24,VB,2005,4,9,200.5,87.5,POINT (-159.5 30.5)
1190,1191,4/9/05,KH05_2,-159.5,30.5,199.0,164368.3701,3330340.426,VB,2005,4,9,200.5,222.5,POINT (-159.5 30.5)
1191,1192,4/9/05,KH05_2,-159.5,30.5,10.0,398511.9128,3631783.177,VB,2005,4,9,200.5,15.0,POINT (-159.5 30.5)
1194,1195,4/9/05,KH05_2,-159.5,30.5,99.0,279234.9643,6735285.024,VB,2005,4,9,200.5,117.5,POINT (-159.5 30.5)
1197,1198,4/9/05,KH05_2,-159.5,30.5,50.0,470507.9096,21129435.34,VB,2005,4,9,200.5,65.0,POINT (-159.5 30.5)
1199,1200,4/9/05,KH05_2,-159.5,30.5,6.0,436139.6857,3735047.893,VB,2005,4,9,200.5,15.0,POINT (-159.5 30.5)
1204,1205,4/9/05,KH05_2,-159.5,30.5,30.0,579843.2392,16291162.72,VB,2005,4,9,200.5,45.0,POINT (-159.5 30.5)
1205,1206,4/9/05,KH05_2,-159.5,30.5,20.0,433534.9617,4763043.11,VB,2005,4,9,200.5,27.5,POINT (-159.5 30.5)
1209,1210,4/9/05,KH05_2,-159.5,30.5,1.0,422387.3807,3731118.941,VB,2005,4,9,200.5,5.0,POINT (-159.5 30.5)
1210,1211,4/9/05,KH05_2,-159.5,30.5,40.0,544619.7638,20147307.57,VB,2005,4,9,200.5,45.0,POINT (-159.5 30.5)
1221,1222,7/9/05,KH05_2,-159.5,40.5,10.0,890727.3004,9903066.949,VB,2005,7,9,200.5,15.0,POINT (-159.5 40.5)
1222,1223,7/9/05,KH05_2,-159.5,40.5,149.0,259048.4728,9256988.082,VB,2005,7,9,200.5,160.0,POINT (-159.5 40.5)
1224,1225,7/9/05,KH05_2,-159.5,40.5,99.0,290749.5794,10623618.63,VB,2005,7,9,200.5,117.5,POINT (-159.5 40.5)
1225,1226,7/9/05,KH05_2,-159.5,40.5,40.0,985041.9054,27406956.52,VB,2005,7,9,200.5,45.0,POINT (-159.5 40.5)
1226,1227,7/9/05,KH05_2,-159.5,40.5,5.0,819322.0854,8775102.855,VB,2005,7,9,200.5,5.0,POINT (-159.5 40.5)
1228,1229,7/9/05,KH05_2,-159.5,40.5,1.0,877538.777,8536030.42,VB,2005,7,9,200.5,5.0,POINT (-159.5 40.5)
1229,1230,7/9/05,KH05_2,-159.5,40.5,74.0,375856.5044,11038028.17,VB,2005,7,9,200.5,87.5,POINT (-159.5 40.5)
1231,1232,7/9/05,KH05_2,-159.5,40.5,29.0,738396.7926,27219331.1,VB,2005,7,9,200.5,45.0,POINT (-159.5 40.5)
1234,1235,7/9/05,KH05_2,-159.5,40.5,19.0,791117.0583,25254381.27,VB,2005,7,9,200.5,27.5,POINT (-159.5 40.5)
1242,1243,7/9/05,KH05_2,-159.5,40.5,297.0,182571.4286,2779749.256,VB,2005,7,9,200.5,310.0,POINT (-159.5 40.5)
1243,1244,7/9/05,KH05_2,-159.5,40.5,198.0,255422.9706,14314478.87,VB,2005,7,9,200.5,222.5,POINT (-159.5 40.5)
1245,1246,7/9/05,KH05_2,-159.5,40.5,249.0,187659.6723,1910036.155,VB,2005,7,9,200.5,310.0,POINT (-159.5 40.5)
1248,1249,9/9/05,KH05_2,-159.5,45.5,99.0,402602.4838,4622490.961,VB,2005,9,9,200.5,117.5,POINT (-159.5 45.5)
1253,1254,9/9/05,KH05_2,-159.5,45.5,75.0,501697.3438,5596583.967,VB,2005,9,9,200.5,87.5,POINT (-159.5 45.5)
1256,1257,9/9/05,KH05_2,-159.5,45.5,1.0,973694.4644,10061592.38,VB,2005,9,9,200.5,5.0,POINT (-159.5 45.5)
1258,1259,9/9/05,KH05_2,-159.5,45.5,48.0,883765.6082,8570365.291,VB,2005,9,9,200.5,65.0,POINT (-159.5 45.5)
1260,1261,9/9/05,KH05_2,-159.5,45.5,20.0,1075731.121,8995100.362,VB,2005,9,9,200.5,27.5,POINT (-159.5 45.5)
1262,1263,9/9/05,KH05_2,-159.5,45.5,150.0,186198.0722,3016381.997,VB,2005,9,9,200.5,160.0,POINT (-159.5 45.5)
1264,1265,9/9/05,KH05_2,-159.5,45.5,3.0,992516.2075,9914018.692,VB,2005,9,9,200.5,5.0,POINT (-159.5 45.5)
1266,1267,9/9/05,KH05_2,-159.5,45.5,297.0,148023.987,1581338.937,VB,2005,9,9,200.5,310.0,POINT (-159.5 45.5)
1267,1268,9/9/05,KH05_2,-159.5,45.5,246.0,166787.3719,1615034.935,VB,2005,9,9,200.5,310.0,POINT (-159.5 45.5)
1269,1270,9/9/05,KH05_2,-159.5,45.5,9.0,934115.9069,9296225.737,VB,2005,9,9,200.5,15.0,POINT (-159.5 45.5)
1271,1272,9/9/05,KH05_2,-159.5,45.5,198.0,192693.2249,2257419.102,VB,2005,9,9,200.5,222.5,POINT (-159.5 45.5)
1272,1273,9/9/05,KH05_2,-159.5,45.5,28.0,1025768.475,8430948.958,VB,2005,9,9,200.5,45.0,POINT (-159.5 45.5)
1273,1274,10/9/05,KH05_2,-159.5,49.5,40.0,584112.1154,13111794.87,VB,2005,10,9,200.5,45.0,POINT (-159.5 49.5)
1274,1275,10/9/05,KH05_2,-159.5,49.5,75.0,367043.7559,6735993.018,VB,2005,10,9,200.5,87.5,POINT (-159.5 49.5)
1275,1276,10/9/05,KH05_2,-159.5,49.5,197.0,218119.6101,3846141.379,VB,2005,10,9,200.5,222.5,POINT (-159.5 49.5)
