,number,Date,cruise,Longitude,Latitude,Depth,bacteria,virus,set,year,month,day,Longitude_pos,depth_bin,geometry
3158,3159,5/20/10,GEOTRACES,-53.5,36.5,24.6,502771.0,5859205.0,VB,2010,5,20,306.5,27.5,POINT (-53.5 36.5)
3161,3162,5/20/10,GEOTRACES,-53.5,36.5,251.0,71623.0,1587211.0,VB,2010,5,20,306.5,310.0,POINT (-53.5 36.5)
3164,3165,5/20/10,GEOTRACES,-53.5,36.5,303.1,69942.0,1154019.0,VB,2010,5,20,306.5,310.0,POINT (-53.5 36.5)
3165,3166,6/25/10,GEOTRACES,-54.5,14.5,49.8,195176.0,5452830.0,VB,2010,6,25,305.5,65.0,POINT (-54.5 14.5)
3167,3168,6/25/10,GEOTRACES,-54.5,14.5,24.6,388457.0,14067179.0,VB,2010,6,25,305.5,27.5,POINT (-54.5 14.5)
3175,3176,6/25/10,GEOTRACES,-54.5,14.5,150.3,97524.0,4301046.0,VB,2010,6,25,305.5,160.0,POINT (-54.5 14.5)
3178,3179,6/25/10,GEOTRACES,-54.5,14.5,251.4,46833.0,1119703.0,VB,2010,6,25,305.5,310.0,POINT (-54.5 14.5)
3183,3184,6/25/10,GEOTRACES,-54.5,14.5,76.1,147451.0,5457668.0,VB,2010,6,25,305.5,87.5,POINT (-54.5 14.5)
3184,3185,6/25/10,GEOTRACES,-54.5,14.5,102.2,127938.0,4559703.0,VB,2010,6,25,305.5,117.5,POINT (-54.5 14.5)
3185,3186,6/25/10,GEOTRACES,-54.5,14.5,300.7,41694.0,937454.0,VB,2010,6,25,305.5,310.0,POINT (-54.5 14.5)
3186,3187,6/25/10,GEOTRACES,-54.5,14.5,202.0,64713.0,1052642.0,VB,2010,6,25,305.5,222.5,POINT (-54.5 14.5)
3188,3189,5/21/10,GEOTRACES,-55.5,34.5,10.1,336614.0,5857493.0,VB,2010,5,21,304.5,15.0,POINT (-55.5 34.5)
3189,3190,5/21/10,GEOTRACES,-55.5,34.5,151.5,109324.0,2344688.0,VB,2010,5,21,304.5,160.0,POINT (-55.5 34.5)
3191,3192,5/21/10,GEOTRACES,-55.5,34.5,199.1,88208.0,1619029.0,VB,2010,5,21,304.5,222.5,POINT (-55.5 34.5)
3196,3197,5/21/10,GEOTRACES,-55.5,34.5,300.5,58990.0,1983177.0,VB,2010,5,21,304.5,310.0,POINT (-55.5 34.5)
3197,3198,5/21/10,GEOTRACES,-55.5,34.5,50.1,309927.0,5822441.0,VB,2010,5,21,304.5,65.0,POINT (-55.5 34.5)
3201,3202,5/21/10,GEOTRACES,-55.5,34.5,25.3,408823.0,6015400.0,VB,2010,5,21,304.5,27.5,POINT (-55.5 34.5)
3206,3207,5/21/10,GEOTRACES,-55.5,34.5,102.9,110417.0,2718590.0,VB,2010,5,21,304.5,117.5,POINT (-55.5 34.5)
3208,3209,5/21/10,GEOTRACES,-55.5,34.5,249.8,74179.0,2043231.0,VB,2010,5,21,304.5,310.0,POINT (-55.5 34.5)
3210,3211,5/21/10,GEOTRACES,-55.5,34.5,77.1,149212.0,3573634.0,VB,2010,5,21,304.5,87.5,POINT (-55.5 34.5)
3211,3212,6/24/10,GEOTRACES,-56.5,16.5,75.9,155318.0,6193464.0,VB,2010,6,24,303.5,87.5,POINT (-56.5 16.5)
3213,3214,6/24/10,GEOTRACES,-56.5,16.5,101.2,141076.0,5428658.0,VB,2010,6,24,303.5,117.5,POINT (-56.5 16.5)
3214,3215,6/24/10,GEOTRACES,-56.5,16.5,7.7,400410.0,16219296.0,VB,2010,6,24,303.5,15.0,POINT (-56.5 16.5)
3216,3217,6/24/10,GEOTRACES,-56.5,16.5,149.8,106760.0,2511440.0,VB,2010,6,24,303.5,160.0,POINT (-56.5 16.5)
3217,3218,6/24/10,GEOTRACES,-56.5,16.5,14.2,463731.0,16262921.0,VB,2010,6,24,303.5,15.0,POINT (-56.5 16.5)
3219,3220,6/24/10,GEOTRACES,-56.5,16.5,200.8,61947.0,2322691.0,VB,2010,6,24,303.5,222.5,POINT (-56.5 16.5)
3222,3223,6/24/10,GEOTRACES,-56.5,16.5,51.2,167788.0,7141975.0,VB,2010,6,24,303.5,65.0,POINT (-56.5 16.5)
3228,3229,6/24/10,GEOTRACES,-56.5,16.5,250.1,53225.0,1156660.0,VB,2010,6,24,303.5,310.0,POINT (-56.5 16.5)
3232,3233,6/24/10,GEOTRACES,-56.5,16.5,300.9,44394.0,1066619.0,VB,2010,6,24,303.5,310.0,POINT (-56.5 16.5)
3233,3234,5/27/05,NASB2005,-56.5,35.5,5.0,643000.0,385000.0,VB,2005,5,27,303.5,5.0,POINT (-56.5 35.5)
3234,3235,6/22/10,GEOTRACES,-57.5,18.5,299.4,47671.0,802695.0,VB,2010,6,22,302.5,310.0,POINT (-57.5 18.5)
3242,3243,6/22/10,GEOTRACES,-57.5,18.5,25.2,272813.0,7697442.0,VB,2010,6,22,302.5,27.5,POINT (-57.5 18.5)
3243,3244,6/22/10,GEOTRACES,-57.5,18.5,150.6,67284.0,2460130.0,VB,2010,6,22,302.5,160.0,POINT (-57.5 18.5)
3244,3245,6/22/10,GEOTRACES,-57.5,18.5,75.3,165974.0,5807239.0,VB,2010,6,22,302.5,87.5,POINT (-57.5 18.5)
3246,3247,6/22/10,GEOTRACES,-57.5,18.5,99.7,116305.0,4592120.0,VB,2010,6,22,302.5,117.5,POINT (-57.5 18.5)
3251,3252,6/22/10,GEOTRACES,-57.5,18.5,50.8,199268.0,4348344.0,VB,2010,6,22,302.5,65.0,POINT (-57.5 18.5)
3252,3253,6/22/10,GEOTRACES,-57.5,18.5,201.6,74757.0,2432726.0,VB,2010,6,22,302.5,222.5,POINT (-57.5 18.5)
3253,3254,6/22/10,GEOTRACES,-57.5,18.5,250.0,58251.0,1488723.0,VB,2010,6,22,302.5,310.0,POINT (-57.5 18.5)
3256,3257,6/22/10,GEOTRACES,-57.5,18.5,10.6,282018.0,7807725.0,VB,2010,6,22,302.5,15.0,POINT (-57.5 18.5)
3260,3261,5/22/10,GEOTRACES,-58.5,33.5,251.0,67848.0,1593972.0,VB,2010,5,22,301.5,310.0,POINT (-58.5 33.5)
3261,3262,5/22/10,GEOTRACES,-58.5,33.5,101.1,117874.0,2335432.0,VB,2010,5,22,301.5,117.5,POINT (-58.5 33.5)
3266,3267,5/22/10,GEOTRACES,-58.5,33.5,300.9,64922.0,1521416.0,VB,2010,5,22,301.5,310.0,POINT (-58.5 33.5)
3269,3270,5/22/10,GEOTRACES,-58.5,33.5,25.8,223458.0,3867674.0,VB,2010,5,22,301.5,27.5,POINT (-58.5 33.5)
3271,3272,5/22/10,GEOTRACES,-58.5,33.5,50.9,287823.0,4214611.0,VB,2010,5,22,301.5,65.0,POINT (-58.5 33.5)
3273,3274,5/22/10,GEOTRACES,-58.5,33.5,150.8,105985.0,2812849.0,VB,2010,5,22,301.5,160.0,POINT (-58.5 33.5)
3275,3276,5/22/10,GEOTRACES,-58.5,33.5,201.3,80566.0,1451392.0,VB,2010,5,22,301.5,222.5,POINT (-58.5 33.5)
3277,3278,5/22/10,GEOTRACES,-58.5,33.5,8.9,195090.0,3804426.0,VB,2010,5,22,301.5,15.0,POINT (-58.5 33.5)
3280,3281,5/22/10,GEOTRACES,-58.5,33.5,75.8,187394.0,3561088.0,VB,2010,5,22,301.5,87.5,POINT (-58.5 33.5)
3281,3282,6/20/10,GEOTRACES,-61.5,21.5,49.3,179832.0,2920027.0,VB,2010,6,20,298.5,65.0,POINT (-61.5 21.5)
3282,3283,6/20/10,GEOTRACES,-61.5,21.5,74.2,170296.0,2885369.0,VB,2010,6,20,298.5,87.5,POINT (-61.5 21.5)
3283,3284,6/20/10,GEOTRACES,-61.5,21.5,25.0,161054.0,2311231.0,VB,2010,6,20,298.5,27.5,POINT (-61.5 21.5)
3288,3289,6/20/10,GEOTRACES,-61.5,21.5,9.9,166812.0,2078235.0,VB,2010,6,20,298.5,15.0,POINT (-61.5 21.5)
3290,3291,6/20/10,GEOTRACES,-61.5,21.5,201.3,57548.0,1414587.0,VB,2010,6,20,298.5,222.5,POINT (-61.5 21.5)
3296,3297,6/20/10,GEOTRACES,-61.5,21.5,300.2,37725.0,956726.0,VB,2010,6,20,298.5,310.0,POINT (-61.5 21.5)
3297,3298,6/20/10,GEOTRACES,-61.5,21.5,150.5,65318.0,2669847.0,VB,2010,6,20,298.5,160.0,POINT (-61.5 21.5)
3298,3299,6/20/10,GEOTRACES,-61.5,21.5,250.7,43038.0,1116478.0,VB,2010,6,20,298.5,310.0,POINT (-61.5 21.5)
3303,3304,6/20/10,GEOTRACES,-61.5,21.5,113.0,135496.0,5387603.0,VB,2010,6,20,298.5,117.5,POINT (-61.5 21.5)
3304,3305,5/26/05,NASB2005,-62.5,34.5,5.0,778000.0,437000.0,VB,2005,5,26,297.5,5.0,POINT (-62.5 34.5)
3305,3306,6/19/10,GEOTRACES,-63.5,22.5,251.5,51591.0,711038.0,VB,2010,6,19,296.5,310.0,POINT (-63.5 22.5)
3306,3307,6/19/10,GEOTRACES,-63.5,22.5,302.1,41449.0,958120.0,VB,2010,6,19,296.5,310.0,POINT (-63.5 22.5)
3307,3308,6/19/10,GEOTRACES,-63.5,22.5,199.6,52492.0,1516632.0,VB,2010,6,19,296.5,222.5,POINT (-63.5 22.5)
3310,3311,6/19/10,GEOTRACES,-63.5,22.5,26.8,144003.0,2227489.0,VB,2010,6,19,296.5,27.5,POINT (-63.5 22.5)
3311,3312,6/19/10,GEOTRACES,-63.5,22.5,126.6,153466.0,4622626.0,VB,2010,6,19,296.5,160.0,POINT (-63.5 22.5)
3316,3317,6/19/10,GEOTRACES,-63.5,22.5,75.2,136973.0,4050188.0,VB,2010,6,19,296.5,87.5,POINT (-63.5 22.5)
3317,3318,6/19/10,GEOTRACES,-63.5,22.5,51.5,148236.0,3208533.0,VB,2010,6,19,296.5,65.0,POINT (-63.5 22.5)
3320,3321,6/19/10,GEOTRACES,-63.5,22.5,99.9,142416.0,2378109.0,VB,2010,6,19,296.5,117.5,POINT (-63.5 22.5)
3326,3327,6/19/10,GEOTRACES,-63.5,22.5,11.9,140044.0,1840276.0,VB,2010,6,19,296.5,15.0,POINT (-63.5 22.5)
3328,3329,10/6/97,BEDFORDBASIN,-63.5,44.5,1.0,2980937.0,9059762.0,VB,1997,10,6,296.5,5.0,POINT (-63.5 44.5)
3329,3330,4/17/96,BEDFORDBASIN,-63.5,44.5,1.0,859553.0,4309175.0,VB,1996,4,17,296.5,5.0,POINT (-63.5 44.5)
3330,3331,9/22/99,BEDFORDBASIN,-63.5,44.5,1.0,2454863.0,31596888.0,VB,1999,9,22,296.5,5.0,POINT (-63.5 44.5)
3331,3332,1/31/96,BEDFORDBASIN,-63.5,44.5,1.0,1267877.0,5326888.0,VB,1996,1,31,296.5,5.0,POINT (-63.5 44.5)
3332,3333,4/16/97,BEDFORDBASIN,-63.5,44.5,1.0,1355639.0,4373048.0,VB,1997,4,16,296.5,5.0,POINT (-63.5 44.5)
3333,3334,8/4/99,BEDFORDBASIN,-63.5,44.5,1.0,1171947.0,7184363.0,VB,1999,8,4,296.5,5.0,POINT (-63.5 44.5)
3334,3335,4/29/98,BEDFORDBASIN,-63.5,44.5,1.0,1159697.0,5180193.0,VB,1998,4,29,296.5,5.0,POINT (-63.5 44.5)
3335,3336,4/14/99,BEDFORDBASIN,-63.5,44.5,1.0,1152421.0,5955687.0,VB,1999,4,14,296.5,5.0,POINT (-63.5 44.5)
3336,3337,4/19/00,BEDFORDBASIN,-63.5,44.5,1.0,2421237.0,12870089.0,VB,2000,4,19,296.5,5.0,POINT (-63.5 44.5)
3337,3338,6/23/99,BEDFORDBASIN,-63.5,44.5,1.0,5784652.0,35973347.0,VB,1999,6,23,296.5,5.0,POINT (-63.5 44.5)
3338,3339,2/19/97,BEDFORDBASIN,-63.5,44.5,1.0,1060844.0,4914147.0,VB,1997,2,19,296.5,5.0,POINT (-63.5 44.5)
3339,3340,8/18/99,BEDFORDBASIN,-63.5,44.5,1.0,3223315.0,24441631.0,VB,1999,8,18,296.5,5.0,POINT (-63.5 44.5)
3340,3341,9/23/98,BEDFORDBASIN,-63.5,44.5,1.0,1165758.0,20343066.0,VB,1998,9,23,296.5,5.0,POINT (-63.5 44.5)
3341,3342,4/21/99,BEDFORDBASIN,-63.5,44.5,1.0,1416284.0,7432460.0,VB,1999,4,21,296.5,5.0,POINT (-63.5 44.5)
3342,3343,2/4/97,BEDFORDBASIN,-63.5,44.5,1.0,629660.0,3367279.0,VB,1997,2,4,296.5,5.0,POINT (-63.5 44.5)
3343,3344,6/16/99,BEDFORDBASIN,-63.5,44.5,1.0,3668073.0,23752871.0,VB,1999,6,16,296.5,5.0,POINT (-63.5 44.5)
3344,3345,6/30/99,BEDFORDBASIN,-63.5,44.5,1.0,7382789.0,54190842.0,VB,1999,6,30,296.5,5.0,POINT (-63.5 44.5)
3345,3346,3/9/97,BEDFORDBASIN,-63.5,44.5,1.0,5034195.0,19286865.0,VB,1997,3,9,296.5,5.0,POINT (-63.5 44.5)
3346,3347,9/16/98,BEDFORDBASIN,-63.5,44.5,1.0,3576136.0,20678183.0,VB,1998,9,16,296.5,5.0,POINT (-63.5 44.5)
3347,3348,9/6/99,BEDFORDBASIN,-63.5,44.5,1.0,2356347.0,27644784.0,VB,1999,9,6,296.5,5.0,POINT (-63.5 44.5)
3348,3349,9/15/99,BEDFORDBASIN,-63.5,44.5,1.0,1893242.0,27721116.0,VB,1999,9,15,296.5,5.0,POINT (-63.5 44.5)
3349,3350,4/13/00,BEDFORDBASIN,-63.5,44.5,1.0,1714070.0,12420891.0,VB,2000,4,13,296.5,5.0,POINT (-63.5 44.5)
3350,3351,7/17/96,BEDFORDBASIN,-63.5,44.5,1.0,3178403.0,44386650.0,VB,1996,7,17,296.5,5.0,POINT (-63.5 44.5)
3351,3352,5/1/00,BEDFORDBASIN,-63.5,44.5,1.0,1052542.0,6318857.0,VB,2000,5,1,296.5,5.0,POINT (-63.5 44.5)
3352,3353,1/29/97,BEDFORDBASIN,-63.5,44.5,1.0,1660493.0,5235155.0,VB,1997,1,29,296.5,5.0,POINT (-63.5 44.5)
3353,3354,10/1/96,BEDFORDBASIN,-63.5,44.5,1.0,1373170.0,4410775.0,VB,1996,10,1,296.5,5.0,POINT (-63.5 44.5)
3354,3355,5/13/98,BEDFORDBASIN,-63.5,44.5,1.0,1398409.0,13970456.0,VB,1998,5,13,296.5,5.0,POINT (-63.5 44.5)
3355,3356,7/27/96,BEDFORDBASIN,-63.5,44.5,1.0,2599224.0,60617355.0,VB,1996,7,27,296.5,5.0,POINT (-63.5 44.5)
3356,3357,1/28/98,BEDFORDBASIN,-63.5,44.5,1.0,910833.0,5151419.0,VB,1998,1,28,296.5,5.0,POINT (-63.5 44.5)
3357,3358,1/17/96,BEDFORDBASIN,-63.5,44.5,1.0,785978.0,5884032.0,VB,1996,1,17,296.5,5.0,POINT (-63.5 44.5)
3358,3359,5/27/98,BEDFORDBASIN,-63.5,44.5,1.0,387727.0,10523970.0,VB,1998,5,27,296.5,5.0,POINT (-63.5 44.5)
3359,3360,7/6/00,BEDFORDBASIN,-63.5,44.5,1.0,3199649.0,19845844.0,VB,2000,7,6,296.5,5.0,POINT (-63.5 44.5)
3360,3361,6/21/00,BEDFORDBASIN,-63.5,44.5,1.0,3866366.0,25786615.0,VB,2000,6,21,296.5,5.0,POINT (-63.5 44.5)
3361,3362,1/15/98,BEDFORDBASIN,-63.5,44.5,1.0,920455.0,4595586.0,VB,1998,1,15,296.5,5.0,POINT (-63.5 44.5)
3362,3363,12/6/96,BEDFORDBASIN,-63.5,44.5,1.0,11218075.0,20438650.0,VB,1996,12,6,296.5,5.0,POINT (-63.5 44.5)
3363,3364,1/27/99,BEDFORDBASIN,-63.5,44.5,1.0,1311874.0,6542105.0,VB,1999,1,27,296.5,5.0,POINT (-63.5 44.5)
3364,3365,1/26/00,BEDFORDBASIN,-63.5,44.5,1.0,651788.0,4679802.0,VB,2000,1,26,296.5,5.0,POINT (-63.5 44.5)
3365,3366,3/31/99,BEDFORDBASIN,-63.5,44.5,1.0,1373252.0,7565377.0,VB,1999,3,31,296.5,5.0,POINT (-63.5 44.5)
3366,3367,3/19/97,BEDFORDBASIN,-63.5,44.5,1.0,1023515.0,3615484.0,VB,1997,3,19,296.5,5.0,POINT (-63.5 44.5)
3367,3368,3/5/00,BEDFORDBASIN,-63.5,44.5,1.0,2475511.0,13052185.0,VB,2000,3,5,296.5,5.0,POINT (-63.5 44.5)
3368,3369,8/25/99,BEDFORDBASIN,-63.5,44.5,1.0,3901431.0,13901431.0,VB,1999,8,25,296.5,5.0,POINT (-63.5 44.5)
3369,3370,7/8/96,BEDFORDBASIN,-63.5,44.5,1.0,2172796.0,80539361.0,VB,1996,7,8,296.5,5.0,POINT (-63.5 44.5)
3370,3371,8/14/96,BEDFORDBASIN,-63.5,44.5,1.0,1710850.0,60574890.0,VB,1996,8,14,296.5,5.0,POINT (-63.5 44.5)
3371,3372,12/16/99,BEDFORDBASIN,-63.5,44.5,1.0,1222568.0,9653331.0,VB,1999,12,16,296.5,5.0,POINT (-63.5 44.5)
3372,3373,2/12/98,BEDFORDBASIN,-63.5,44.5,1.0,801288.0,3997650.0,VB,1998,2,12,296.5,5.0,POINT (-63.5 44.5)
3373,3374,1/12/99,BEDFORDBASIN,-63.5,44.5,1.0,2328347.0,8191070.0,VB,1999,1,12,296.5,5.0,POINT (-63.5 44.5)
3374,3375,5/6/96,BEDFORDBASIN,-63.5,44.5,1.0,2354240.0,9543474.0,VB,1996,5,6,296.5,5.0,POINT (-63.5 44.5)
3375,3376,7/15/98,BEDFORDBASIN,-63.5,44.5,1.0,5371818.0,27267726.0,VB,1998,7,15,296.5,5.0,POINT (-63.5 44.5)
3376,3377,4/28/99,BEDFORDBASIN,-63.5,44.5,1.0,1891400.0,7427531.0,VB,1999,4,28,296.5,5.0,POINT (-63.5 44.5)
3377,3378,12/1/00,BEDFORDBASIN,-63.5,44.5,1.0,1177208.0,7284149.0,VB,2000,12,1,296.5,5.0,POINT (-63.5 44.5)
3378,3379,8/9/99,BEDFORDBASIN,-63.5,44.5,1.0,3254779.0,20606981.0,VB,1999,8,9,296.5,5.0,POINT (-63.5 44.5)
3379,3380,7/1/98,BEDFORDBASIN,-63.5,44.5,1.0,1254641.0,2714954.0,VB,1998,7,1,296.5,5.0,POINT (-63.5 44.5)
3380,3381,8/13/97,BEDFORDBASIN,-63.5,44.5,1.0,6351205.0,18146320.0,VB,1997,8,13,296.5,5.0,POINT (-63.5 44.5)
3381,3382,5/4/00,BEDFORDBASIN,-63.5,44.5,1.0,2236258.0,9180158.0,VB,2000,5,4,296.5,5.0,POINT (-63.5 44.5)
3382,3383,8/3/00,BEDFORDBASIN,-63.5,44.5,1.0,1203324.0,7379165.0,VB,2000,8,3,296.5,5.0,POINT (-63.5 44.5)
3383,3384,2/23/00,BEDFORDBASIN,-63.5,44.5,1.0,748297.0,6342966.0,VB,2000,2,23,296.5,5.0,POINT (-63.5 44.5)
3384,3385,2/27/98,BEDFORDBASIN,-63.5,44.5,1.0,1122652.0,7057909.0,VB,1998,2,27,296.5,5.0,POINT (-63.5 44.5)
3385,3386,6/17/98,BEDFORDBASIN,-63.5,44.5,1.0,4021061.0,14479292.0,VB,1998,6,17,296.5,5.0,POINT (-63.5 44.5)
3386,3387,12/7/00,BEDFORDBASIN,-63.5,44.5,1.0,3665564.0,27221843.0,VB,2000,12,7,296.5,5.0,POINT (-63.5 44.5)
3387,3388,11/9/97,BEDFORDBASIN,-63.5,44.5,1.0,5566758.0,26452580.0,VB,1997,11,9,296.5,5.0,POINT (-63.5 44.5)
3388,3389,7/31/97,BEDFORDBASIN,-63.5,44.5,1.0,1542612.0,12218682.0,VB,1997,7,31,296.5,5.0,POINT (-63.5 44.5)
3389,3390,4/9/96,BEDFORDBASIN,-63.5,44.5,1.0,3372589.0,30334082.0,VB,1996,4,9,296.5,5.0,POINT (-63.5 44.5)
3390,3391,11/12/96,BEDFORDBASIN,-63.5,44.5,1.0,1128513.0,6748741.0,VB,1996,11,12,296.5,5.0,POINT (-63.5 44.5)
3391,3392,1/19/00,BEDFORDBASIN,-63.5,44.5,1.0,727881.0,6064888.0,VB,2000,1,19,296.5,5.0,POINT (-63.5 44.5)
3392,3393,5/14/97,BEDFORDBASIN,-63.5,44.5,1.0,1359152.0,13202410.0,VB,1997,5,14,296.5,5.0,POINT (-63.5 44.5)
3393,3394,12/5/99,BEDFORDBASIN,-63.5,44.5,1.0,2795947.0,13258264.0,VB,1999,12,5,296.5,5.0,POINT (-63.5 44.5)
3394,3395,6/15/00,BEDFORDBASIN,-63.5,44.5,1.0,4563070.0,30421904.0,VB,2000,6,15,296.5,5.0,POINT (-63.5 44.5)
3395,3396,6/19/97,BEDFORDBASIN,-63.5,44.5,1.0,3385349.0,18614721.0,VB,1997,6,19,296.5,5.0,POINT (-63.5 44.5)
3396,3397,6/3/96,BEDFORDBASIN,-63.5,44.5,1.0,1321209.0,2702089.0,VB,1996,6,3,296.5,5.0,POINT (-63.5 44.5)
3397,3398,1/5/96,BEDFORDBASIN,-63.5,44.5,1.0,1108638.0,7333107.0,VB,1996,1,5,296.5,5.0,POINT (-63.5 44.5)
3398,3399,2/1/97,BEDFORDBASIN,-63.5,44.5,1.0,819100.0,2625023.0,VB,1997,2,1,296.5,5.0,POINT (-63.5 44.5)
3399,3400,6/5/98,BEDFORDBASIN,-63.5,44.5,1.0,1317197.0,6880232.0,VB,1998,6,5,296.5,5.0,POINT (-63.5 44.5)
3400,3401,1/13/99,BEDFORDBASIN,-63.5,44.5,1.0,1137389.0,6228813.0,VB,1999,1,13,296.5,5.0,POINT (-63.5 44.5)
3401,3402,6/28/00,BEDFORDBASIN,-63.5,44.5,1.0,2338382.0,33272037.0,VB,2000,6,28,296.5,5.0,POINT (-63.5 44.5)
3402,3403,1/22/99,BEDFORDBASIN,-63.5,44.5,1.0,1654800.0,6184515.0,VB,1999,1,22,296.5,5.0,POINT (-63.5 44.5)
3403,3404,7/28/99,BEDFORDBASIN,-63.5,44.5,1.0,946547.0,15476216.0,VB,1999,7,28,296.5,5.0,POINT (-63.5 44.5)
3404,3405,2/7/98,BEDFORDBASIN,-63.5,44.5,1.0,3425379.0,21846669.0,VB,1998,2,7,296.5,5.0,POINT (-63.5 44.5)
3405,3406,3/6/98,BEDFORDBASIN,-63.5,44.5,1.0,1588636.0,6155192.0,VB,1998,3,6,296.5,5.0,POINT (-63.5 44.5)
3406,3407,1/24/96,BEDFORDBASIN,-63.5,44.5,1.0,1204980.0,6031435.0,VB,1996,1,24,296.5,5.0,POINT (-63.5 44.5)
3407,3408,11/3/98,BEDFORDBASIN,-63.5,44.5,1.0,1213939.0,9763734.0,VB,1998,11,3,296.5,5.0,POINT (-63.5 44.5)
3408,3409,3/18/98,BEDFORDBASIN,-63.5,44.5,1.0,1011061.0,4455985.0,VB,1998,3,18,296.5,5.0,POINT (-63.5 44.5)
3409,3410,10/4/96,BEDFORDBASIN,-63.5,44.5,1.0,2906978.0,5105550.0,VB,1996,10,4,296.5,5.0,POINT (-63.5 44.5)
3410,3411,9/17/97,BEDFORDBASIN,-63.5,44.5,1.0,2843620.0,26973913.0,VB,1997,9,17,296.5,5.0,POINT (-63.5 44.5)
3411,3412,4/12/96,BEDFORDBASIN,-63.5,44.5,1.0,2095642.0,8826335.0,VB,1996,4,12,296.5,5.0,POINT (-63.5 44.5)
3412,3413,12/18/96,BEDFORDBASIN,-63.5,44.5,1.0,2027420.0,8747283.0,VB,1996,12,18,296.5,5.0,POINT (-63.5 44.5)
3413,3414,1/9/99,BEDFORDBASIN,-63.5,44.5,1.0,2112452.0,19867853.0,VB,1999,1,9,296.5,5.0,POINT (-63.5 44.5)
3414,3415,2/17/99,BEDFORDBASIN,-63.5,44.5,1.0,1116463.0,7387146.0,VB,1999,2,17,296.5,5.0,POINT (-63.5 44.5)
3415,3416,10/6/98,BEDFORDBASIN,-63.5,44.5,1.0,1977045.0,6011530.0,VB,1998,10,6,296.5,5.0,POINT (-63.5 44.5)
3416,3417,9/29/99,BEDFORDBASIN,-63.5,44.5,1.0,1457179.0,26893317.0,VB,1999,9,29,296.5,5.0,POINT (-63.5 44.5)
3417,3418,8/20/97,BEDFORDBASIN,-63.5,44.5,1.0,3606878.0,27722417.0,VB,1997,8,20,296.5,5.0,POINT (-63.5 44.5)
3418,3419,8/21/96,BEDFORDBASIN,-63.5,44.5,1.0,3770051.0,42113569.0,VB,1996,8,21,296.5,5.0,POINT (-63.5 44.5)
3419,3420,6/8/97,BEDFORDBASIN,-63.5,44.5,1.0,2023938.0,16283477.0,VB,1997,6,8,296.5,5.0,POINT (-63.5 44.5)
3420,3421,9/4/97,BEDFORDBASIN,-63.5,44.5,1.0,1201958.0,3648892.0,VB,1997,9,4,296.5,5.0,POINT (-63.5 44.5)
3421,3422,7/15/99,BEDFORDBASIN,-63.5,44.5,1.0,2686231.0,20382141.0,VB,1999,7,15,296.5,5.0,POINT (-63.5 44.5)
3422,3423,4/3/98,BEDFORDBASIN,-63.5,44.5,1.0,850152.0,2842077.0,VB,1998,4,3,296.5,5.0,POINT (-63.5 44.5)
3423,3424,10/23/96,BEDFORDBASIN,-63.5,44.5,1.0,942137.0,12691927.0,VB,1996,10,23,296.5,5.0,POINT (-63.5 44.5)
3424,3425,7/21/99,BEDFORDBASIN,-63.5,44.5,1.0,3240484.0,19194131.0,VB,1999,7,21,296.5,5.0,POINT (-63.5 44.5)
3425,3426,7/29/98,BEDFORDBASIN,-63.5,44.5,1.0,2914621.0,15054424.0,VB,1998,7,29,296.5,5.0,POINT (-63.5 44.5)
3426,3427,11/7/96,BEDFORDBASIN,-63.5,44.5,1.0,2724217.0,48852889.0,VB,1996,11,7,296.5,5.0,POINT (-63.5 44.5)
3427,3428,8/26/98,BEDFORDBASIN,-63.5,44.5,1.0,4399318.0,17869341.0,VB,1998,8,26,296.5,5.0,POINT (-63.5 44.5)
3428,3429,1/15/97,BEDFORDBASIN,-63.5,44.5,1.0,555643.0,2938881.0,VB,1997,1,15,296.5,5.0,POINT (-63.5 44.5)
3429,3430,5/2/97,BEDFORDBASIN,-63.5,44.5,1.0,979761.0,6371482.0,VB,1997,5,2,296.5,5.0,POINT (-63.5 44.5)
3430,3431,2/2/00,BEDFORDBASIN,-63.5,44.5,1.0,606362.0,4652271.0,VB,2000,2,2,296.5,5.0,POINT (-63.5 44.5)
3431,3432,11/8/99,BEDFORDBASIN,-63.5,44.5,1.0,2479400.0,43280045.0,VB,1999,11,8,296.5,5.0,POINT (-63.5 44.5)
3432,3433,2/28/96,BEDFORDBASIN,-63.5,44.5,1.0,775381.0,7467808.0,VB,1996,2,28,296.5,5.0,POINT (-63.5 44.5)
3433,3434,3/22/00,BEDFORDBASIN,-63.5,44.5,1.0,630691.0,5442243.0,VB,2000,3,22,296.5,5.0,POINT (-63.5 44.5)
3434,3435,3/29/00,BEDFORDBASIN,-63.5,44.5,1.0,1577877.0,6750430.0,VB,2000,3,29,296.5,5.0,POINT (-63.5 44.5)
3435,3436,11/20/96,BEDFORDBASIN,-63.5,44.5,1.0,2643647.0,10549560.0,VB,1996,11,20,296.5,5.0,POINT (-63.5 44.5)
3436,3437,1/10/98,BEDFORDBASIN,-63.5,44.5,1.0,1679015.0,14407792.0,VB,1998,1,10,296.5,5.0,POINT (-63.5 44.5)
3437,3438,10/27/99,BEDFORDBASIN,-63.5,44.5,1.0,2025947.0,10989496.0,VB,1999,10,27,296.5,5.0,POINT (-63.5 44.5)
3438,3439,3/20/96,BEDFORDBASIN,-63.5,44.5,1.0,1092343.0,3140757.0,VB,1996,3,20,296.5,5.0,POINT (-63.5 44.5)
